negatives
"('P04181', 'P01889')"
"('P36956', 'Q9BWQ8')"
"('P46108', 'P62993')"
"('P27824', 'P05556')"
"('Q13114', 'P05186')"
"('P60520', 'P14867')"
"('P49450', 'O95359')"
"('O75376', 'Q15916')"
"('Q9Y5M8', 'Q9Y2Q3')"
"('P08910', 'P18146')"
"('Q9UQE7', 'Q96F24')"
"('Q9H3S1', 'Q9ULL4')"
"('Q86VP6', 'Q8IY92')"
"('P04637', 'P17676')"
"('P61513', 'P46778')"
"('Q9NRI5', 'Q15811')"
"('Q92905', 'Q9Y4E8')"
"('O00329', 'O43561')"
"('P05000', 'Q9UHF4')"
"('P49841', 'Q9Y383')"
"('O14654', 'P42336')"
"('Q9HAW0', 'O75122')"
"('Q15024', 'Q13615')"
"('P32881', 'Q9HBE5')"
"('P14210', 'P17948')"
"('Q9NYW8', 'P10275')"
"('P55157', 'Q7Z408')"
"('Q8WW01', 'Q9NPD3')"
"('P26010', 'Q13485')"
"('Q12906', 'Q12905')"
"('O00411', 'P25963')"
"('Q16778', 'Q16777')"
"('Q9NZN3', 'Q9H1K0')"
"('Q15389', 'P11362')"
"('P33993', 'Q13424')"
"('P18077', 'O43586')"
"('P01891', 'Q8NHL6')"
"('Q14197', 'Q9H2W6')"
"('Q32MK0', 'Q9BUA6')"
"('O95983', 'Q13330')"
"('P37275', 'P56545')"
"('P09429', 'P00750')"
"('P47914', 'Q9NY93')"
"('P04637', 'P31947')"
"('Q01130', 'P62995')"
"('O94782', 'Q9BXW9')"
"('Q99873', 'Q9Y3C7')"
"('Q13217', 'P54652')"
"('Q13158', 'P19474')"
"('P48643', 'Q16891')"
"('P78537', 'P40425')"
"('Q13233', 'P98161')"
"('Q13409', 'Q9BUF5')"
"('P51148', 'Q8NEB9')"
"('P09651', 'P62995')"
"('406921', 'P51608')"
"('Q13049', 'Q9UMX0')"
"('O60318', 'O15198')"
"('P84022', 'Q16254')"
"('P18847', 'Q5UIP0')"
"('Q99873', 'O43524')"
"('Q9HC52', 'Q15047')"
"('P42785', 'P18146')"
"('Q9Y2Q3', 'O14925')"
"('P09693', 'O00459')"
"('Q92830', 'Q9Y6J9')"
"('P82914', 'Q14197')"
"('P04626', 'Q63HR2')"
"('P48378', 'Q8HWS3')"
"('Q9UL18', 'P62277')"
"('P01111', 'P10398')"
"('O96017', 'O60934')"
"('Q12778', 'P12931')"
"('Q99677', 'O14610')"
"('Q9H2A7', 'P51685')"
"('P31751', 'P15336')"
"('Q14344', 'P47712')"
"('Q9UER7', 'P26373')"
"('P52888', 'P62158')"
"('P62753', 'P63220')"
"('Q9Y4K3', 'P50502')"
"('P27448', 'Q99959')"
"('P46459', 'P23470')"
"('P56559', 'Q9NRR5')"
"('O75023', 'P31995')"
"('P02647', 'P00450')"
"('Q15465', 'Q4KMG0')"
"('P68104', 'Q15013')"
"('Q15370', 'Q15345')"
"('P63000', 'Q155Q3')"
"('P61289', 'O00232')"
"('O75533', 'O43809')"
"('P01106', 'Q6ZMI0')"
"('P01112', 'O43187')"
"('P39019', 'P62854')"
"('Q9UBL3', 'Q6UXN9')"
"('P62714', 'P23443')"
"('P19338', 'P63104')"
"('P45452', 'P05412')"
"('Q96EV8', 'P62491')"
"('Q14526', 'Q01094')"
"('Q01082', 'P84022')"
"('P36894', 'P28482')"
"('Q02539', 'P45973')"
"('P28328', 'P40855')"
"('P23229', 'Q07890')"
"('O00401', 'O15144')"
"('P04049', 'P30086')"
"('P20700', 'O75815')"
"('Q92922', 'Q86U86')"
"('Q00534', 'P30279')"
"('Q8IZP0', 'P20936')"
"('Q86UD3', 'Q96LR5')"
"('Q9H3R2', 'P13569')"
"('Q12778', 'P01584')"
"('P48058', 'Q12879')"
"('Q13480', 'P08575')"
"('Q01484', 'P12830')"
"('P50570', 'P01106')"
"('P52943', 'Q99447')"
"('Q9H3S1', 'O43157')"
"('Q13287', 'O75971')"
"('P84022', 'Q9NYN1')"
"('Q9Y3M8', 'P61587')"
"('Q04206', 'P50990')"
"('Q9NPH9', 'Q99665')"
"('Q9NVD7', 'P53708')"
"('Q9NX58', 'P39023')"
"('Q9BXH1', 'Q07812')"
"('Q9H2G2', 'Q9NRJ4')"
"('P55210', 'P19438')"
"('Q9H7H0', 'Q99750')"
"('Q99832', 'P30542')"
"('5512', 'O14965')"
"('Q9NRV9', 'Q8IZH2')"
"('P05014', 'P32927')"
"('P07498', 'O14832')"
"('P27986', 'P30260')"
"('P24071', 'P02741')"
"('O95072', 'Q14683')"
"('P02768', 'P08603')"
"('Q96N67', 'P61586')"
"('Q15029', 'P61981')"
"('P29350', 'Q13651')"
"('O15085', 'P00519')"
"('P43405', 'P78324')"
"('P05013', 'Q14626')"
"('Q00839', 'O95793')"
"('P08684', 'P17676')"
"('P23443', 'Q92934')"
"('Q30201', 'Q9UP52')"
"('Q96JB5', 'Q9NRI5')"
"('P04156', 'Q05193')"
"('Q13501', 'P41743')"
"('Q93062', 'P61978')"
"('P24864', 'P10275')"
"('Q16637', 'P62304')"
"('Q9NQB0', 'Q8N2W9')"
"('P61978', 'P51991')"
"('P02768', 'P04264')"
"('P32298', 'P49407')"
"('Q00987', 'O95376')"
"('Q08117', 'Q9BV47')"
"('P50748', 'P40337')"
"('P18084', 'P08758')"
"('Q13573', 'Q9UKM9')"
"('P01889', 'O75694')"
"('P05129', 'Q9UNY4')"
"('O43678', 'O43677')"
"('O14745', 'P48048')"
"('P19438', 'P05771')"
"('P08514', 'Q9Y490')"
"('Q01995', 'P68133')"
"('Q16539', 'P41235')"
"('P17612', 'P16118')"
"('Q9UM73', 'P51532')"
"('Q99727', 'P08253')"
"('P00519', 'O43493')"
"('Q14833', 'P50151')"
"('Q9UI47', 'Q04917')"
"('P31749', 'P12268')"
"('Q9GZP0', 'P06213')"
"('Q96HR3', 'P10827')"
"('Q16520', 'Q10587')"
"('Q15361', 'Q15797')"
"('P07108', 'P54727')"
"('P51531', 'P62834')"
"('P41212', 'Q9HCE7')"
"('Q9NR50', 'P49770')"
"('Q09472', 'P14780')"
"('O75925', 'P52630')"
"('A6NIT4', 'P78552')"
"('P46379', 'Q8TAA9')"
"('P35222', 'O75030')"
"('Q2MKA7', 'Q9H461')"
"('P18615', 'P19387')"
"('Q7KZI7', 'Q15139')"
"('Q92833', 'P02768')"
"('Q9UBM7', 'Q9NPH0')"
"('P27348', 'P07437')"
"('P23258', 'P49841')"
"('Q8TAP6', 'O75909')"
"('P19012', 'P17509')"
"('Q9GZQ8', 'Q16643')"
"('O15350', 'Q13526')"
"('Q14204', 'Q15714')"
"('P10398', 'P31327')"
"('P16220', 'Q6JBY9')"
"('P10636', 'Q13526')"
"('P17844', 'P84022')"
"('Q12884', 'P10082')"
"('P00533', 'Q6PKX4')"
"('P23229', 'Q9UMD9')"
"('Q16643', 'Q6KC79')"
"('P04637', 'Q9BUJ2')"
"('Q00005', 'P50914')"
"('P05783', 'Q8IYI6')"
"('P40763', 'P17706')"
"('Q13233', 'P07437')"
"('P63151', 'Q13936')"
"('O75368', 'P00533')"
"('P21926', 'Q14005')"
"('Q9NQZ3', 'Q8TB72')"
"('P49720', 'O14818')"
"('P32243', 'P06576')"
"('Q16543', 'P53041')"
"('Q9H0H5', 'P08729')"
"('O95793', 'P62136')"
"('P28221', 'P63096')"
"('P63215', 'O00459')"
"('Q15717', 'Q02535')"
"('Q15848', 'Q96A54')"
"('Q14571', 'Q13555')"
"('P04183', 'P08138')"
"('Q13555', 'O43306')"
"('Q96RT1', 'P23508')"
"('Q9UKE5', 'Q9Y618')"
"('P53350', 'O60271')"
"('Q9NRC1', 'Q9UBF9')"
"('Q9H2X3', 'P13688')"
"('P52209', 'P01889')"
"('O60603', 'P08238')"
"('Q96CS3', 'Q16665')"
"('Q6UWE0', 'P62837')"
"('Q96PU5', 'Q13571')"
"('O75674', 'P49448')"
"('Q16512', 'Q9UDV7')"
"('P35626', 'Q8NGY2')"
"('Q9NX58', 'Q9NZI8')"
"('P16144', 'P54253')"
"('P46937', 'Q9NQB0')"
"('P62805', 'Q13233')"
"('Q01081', 'P31943')"
"('P54257', 'Q96SN8')"
"('Q96QV6', 'Q99877')"
"('Q9Y266', 'Q9Y478')"
"('Q5TKA1', 'Q16254')"
"('O43913', 'Q99459')"
"('Q14832', 'P08754')"
"('Q02543', 'P40429')"
"('O75486', 'Q96BN2')"
"('P53618', 'Q9NTJ5')"
"('P54819', 'P11171')"
"('Q8IYI6', 'Q8N6Y0')"
"('Q9UHD9', 'P04843')"
"('Q8WTV0', 'P02647')"
"('P61923', 'Q9Y678')"
"('Q9NZM3', 'Q07889')"
"('Q96A08', 'Q969S8')"
"('P18146', 'Q13887')"
"('P31689', 'Q00653')"
"('P01871', 'O14791')"
"('Q9H1C0', 'P59768')"
"('Q13547', 'Q9NRR4')"
"('P10914', 'Q03518')"
"('Q9UJX2', 'P40692')"
"('P19438', 'P17858')"
"('Q99062', 'P0CG48')"
"('Q92900', 'O77932')"
"('Q9HB71', 'P22392')"
"('Q00653', 'P49327')"
"('Q13541', 'Q9Y6B2')"
"('P36896', 'Q13485')"
"('Q9Y4D1', 'P08100')"
"('P26367', 'Q13394')"
"('Q9Y5P8', 'Q9UF02')"
"('Q9UBD9', 'P14784')"
"('P08603', 'P42224')"
"('P11940', 'P01889')"
"('P0CG48', 'O15350')"
"('Q3ZCM7', 'Q71U36')"
"('P52272', 'P22626')"
"('P12956', 'P52294')"
"('P35222', 'Q9HD26')"
"('Q13315', 'Q9NS23')"
"('Q9NQX6', 'P22736')"
"('O95630', 'Q9NZZ3')"
"('Q7Z569', 'P05162')"
"('P38936', 'Q7Z5J4')"
"('O60266', 'Q8WZA2')"
"('P38432', 'Q8TAP6')"
"('B1A4H9', 'Q01113')"
"('P20231', 'Q15661')"
"('Q9H9S4', 'O43741')"
"('P08729', 'P00533')"
"('Q9NUX5', 'Q9NYB0')"
"('P35568', 'Q13882')"
"('Q14689', 'P08571')"
"('Q16539', 'P17676')"
"('O00238', 'P27037')"
"('P35626', 'Q8NGZ4')"
"('O75880', 'Q14061')"
"('P62256', 'Q9H0F5')"
"('O00501', 'O95832')"
"('P07910', 'O43390')"
"('P0C1H6', 'P0C5Z0')"
"('Q96ST3', 'P08151')"
"('P18206', 'P08670')"
"('Q13237', 'Q96BA8')"
"('P16333', 'Q8WV28')"
"('P0CAP2', 'O95402')"
"('P18124', 'Q8IXK0')"
"('Q14181', 'Q92765')"
"('A0JLT2', 'P61218')"
"('P04637', 'P32780')"
"('Q08211', 'Q8IWZ8')"
"('Q9BVJ6', 'Q13625')"
"('O75365', 'P57088')"
"('P09001', 'Q9BYC9')"
"('Q15648', 'P10276')"
"('P14618', 'P18754')"
"('P50749', 'Q16186')"
"('Q16637', 'O43390')"
"('O14593', 'Q16650')"
"('P10914', 'P08123')"
"('Q66LE6', 'P54284')"
"('P31943', 'Q6WCQ1')"
"('Q00005', 'P67809')"
"('P35268', 'P46779')"
"('P48357', 'P67870')"
"('P18124', 'P27824')"
"('Q14469', 'Q9Y4Z2')"
"('P01568', 'P23458')"
"('Q96SN8', 'Q9H213')"
"('Q04759', 'Q9NRA0')"
"('O60674', 'Q9Y4H2')"
"('P05230', 'Q02763')"
"('Q969S8', 'P23527')"
"('Q9NZC7', 'O15350')"
"('P18146', 'Q8WUM0')"
"('O14495', 'P06756')"
"('Q15672', 'Q9UBC3')"
"('P55157', 'Q96RT1')"
"('O60739', 'P16152')"
"('P16402', 'Q96EB6')"
"('Q8IYB3', 'Q14683')"
"('Q92905', 'Q9NYG5')"
"('O60832', 'O95372')"
"('Q9NS91', 'P49459')"
"('P42684', 'Q02779')"
"('P01106', 'Q8TAD8')"
"('Q05195', 'Q15744')"
"('P04899', 'Q08828')"
"('Q9H1I8', 'Q13573')"
"('P41595', 'P30679')"
"('P09871', 'P02747')"
"('Q03112', 'P45984')"
"('P49411', 'Q9HCK5')"
"('P18146', 'P40617')"
"('Q13315', 'O60216')"
"('Q9Y4K3', 'Q9BUZ4')"
"('P62979', 'P62837')"
"('Q9UKX7', 'Q8N1F7')"
"('Q13153', 'P78545')"
"('Q01968', 'P61006')"
"('P19793', 'Q92769')"
"('P12830', 'P35221')"
"('P55735', 'Q8WUM0')"
"('P09429', 'P06746')"
"('P12931', 'Q8WYR1')"
"('Q15084', 'P48039')"
"('P04632', 'P16871')"
"('Q9UPT6', 'Q07866')"
"('Q9BZE4', 'P19525')"
"('Q9H6R7', 'P49674')"
"('Q9NRA0', 'P01112')"
"('P55103', 'Q13705')"
"('P42684', 'O94875')"
"('P51571', 'O60739')"
"('Q9NQZ3', 'Q96PU8')"
"('P34969', 'O14610')"
"('Q15788', 'P10276')"
"('P28288', 'P40855')"
"('P28482', 'Q86UR1')"
"('P11171', 'Q9Y241')"
"('Q16659', 'Q9HBU1')"
"('P63220', 'P61247')"
"('P28222', 'Q9HAV0')"
"('Q13573', 'P48643')"
"('P62805', 'O94985')"
"('P62873', 'Q13972')"
"('P06576', 'P62258')"
"('Q9ULV3', 'Q9P0V3')"
"('Q9Y6X2', 'Q13426')"
"('O00626', 'P27487')"
"('Q16667', 'P05412')"
"('Q7Z6L1', 'Q7Z392')"
"('Q9NX70', 'O43513')"
"('P40227', 'Q13233')"
"('Q15013', 'P21246')"
"('Q12933', 'Q14790')"
"('P02462', 'P56199')"
"('Q14653', 'Q9HAU4')"
"('P42261', 'O43491')"
"('P68104', 'Q6IN84')"
"('Q9P107', 'Q9HBH0')"
"('O76003', 'O95544')"
"('P43405', 'P21854')"
"('Q6IBS0', 'Q9BW60')"
"('Q93009', 'Q9GZU2')"
"('P20963', 'P42574')"
"('O00182', 'P05155')"
"('Q9Y4K3', 'P17948')"
"('O14617', 'P01106')"
"('Q13554', 'Q92793')"
"('P17252', 'Q06710')"
"('P01106', 'Q13200')"
"('Q00005', 'P22392')"
"('Q13207', 'P29590')"
"('Q15811', 'O15126')"
"('Q9UKV0', 'P0C0S8')"
"('P05771', 'Q9UK08')"
"('P61326', 'O15234')"
"('Q00577', 'P19525')"
"('Q9Y265', 'O96019')"
"('Q96AD5', 'P27448')"
"('P11171', 'Q15836')"
"('P08195', 'P62330')"
"('P01730', 'P04150')"
"('Q96HR3', 'Q93074')"
"('P08572', 'P18564')"
"('Q04759', 'O76003')"
"('P19634', 'O95819')"
"('O43809', 'Q9Y4K3')"
"('P50851', 'P55157')"
"('Q06190', 'Q13698')"
"('P83731', 'P46778')"
"('Q9H816', 'Q13315')"
"('Q9UNX3', 'P62899')"
"('P0CAP1', 'Q9P2H0')"
"('P08172', 'P29992')"
"('P16144', 'Q92569')"
"('Q9Y2A7', 'P31946')"
"('Q07021', 'P17252')"
"('P32121', 'Q8NGI6')"
"('Q15393', 'Q9UBN6')"
"('P35348', 'Q14344')"
"('Q8NGL9', 'P38405')"
"('C9JDP6', 'Q8N7P3')"
"('P05771', 'O14641')"
"('P01178', 'P16333')"
"('Q9UPY3', 'P02768')"
"('P61956', 'Q92560')"
"('P13569', 'Q9UHB6')"
"('P15248', 'P26951')"
"('P49137', 'P30307')"
"('Q92620', 'Q13247')"
"('Q9UBK2', 'Q92731')"
"('Q13315', 'Q8IYH5')"
"('P22626', 'P61978')"
"('Q02556', 'O00635')"
"('Q9Y2R2', 'Q05655')"
"('P43489', 'Q07011')"
"('Q3KP66', 'P31947')"
"('Q13153', 'Q05397')"
"('Q9C0J8', 'P26641')"
"('Q07021', 'P31946')"
"('P53350', 'O94805')"
"('P56199', 'P46109')"
"('P10914', 'P50591')"
"('Q15796', 'P16144')"
"('Q9P246', 'Q13586')"
