negatives
"('P42166', 'P06400')"
"('Q9H1A4', 'P06493')"
"('Q13021', 'O43889')"
"('P35372', 'P63215')"
"('Q13501', 'Q16288')"
"('Q99653', 'Q13153')"
"('P22612', 'P48549')"
"('Q07812', 'Q8IVG9')"
"('Q8NGS9', 'P38405')"
"('P12980', 'Q969V6')"
"('Q9HCE7', 'Q9NQS1')"
"('P62304', 'P62306')"
"('Q01658', 'O75478')"
"('O14745', 'P41145')"
"('P50616', 'P52597')"
"('P16070', 'Q12955')"
"('Q14240', 'P62273')"
"('Q01995', 'P23528')"
"('O14776', 'O75554')"
"('P61224', 'Q99558')"
"('P35222', 'P11362')"
"('Q9UL63', 'P01106')"
"('Q9C0J8', 'O95639')"
"('Q9HBH9', 'Q92731')"
"('P42766', 'P61353')"
"('Q99460', 'P60520')"
"('O15392', 'O14727')"
"('P05387', 'P62899')"
"('O60934', 'O96017')"
"('Q9Y2T4', 'P31749')"
"('P51817', 'P04899')"
"('Q07955', 'Q13573')"
"('Q16543', 'O95201')"
"('O60739', 'Q8N983')"
"('P01579', 'P40189')"
"('Q9Y265', 'O75815')"
"('O15212', 'Q99759')"
"('Q14934', 'P43694')"
"('P01111', 'Q15759')"
"('P60709', 'Q99613')"
"('P32969', 'P62750')"
"('P62330', 'Q9Y5M8')"
"('Q92841', 'P12004')"
"('Q9BSL1', 'Q5XPI4')"
"('P30154', 'Q13522')"
"('P40313', 'Q9UK53')"
"('P27361', 'P04054')"
"('Q9Y4K3', 'P60228')"
"('Q13547', 'P24385')"
"('O14775', 'P35626')"
"('Q9BTW9', 'P36405')"
"('P01106', 'Q6ZTN6')"
"('P12931', 'Q9Y2J2')"
"('P35222', 'P37173')"
"('Q9UL03', 'Q99459')"
"('Q96H22', 'Q9H8T0')"
"('Q9NRR5', 'Q9H293')"
"('P24666', 'Q9BYC9')"
"('Q15622', 'P38405')"
"('Q9ULH1', 'O15259')"
"('P48729', 'P18846')"
"('P30154', 'Q9BX67')"
"('O00175', 'P51685')"
"('P05387', 'P35222')"
"('Q92542', 'Q8NFT8')"
"('Q04206', 'Q14498')"
"('P42677', 'P25398')"
"('P19237', 'Q15834')"
"('P03897', 'Q86Y39')"
"('P51668', 'O14681')"
"('P50990', 'Q00005')"
"('P63252', 'Q13424')"
"('P06734', 'P41182')"
"('Q86UW9', 'P31947')"
"('O76061', 'Q8TER5')"
"('Q8IY31', 'Q8TES7')"
"('P40818', 'P31946')"
"('Q9P0K7', 'P62993')"
"('P63092', 'Q86XP0')"
"('Q8IYD1', 'P11940')"
"('Q9BWF3', 'P31942')"
"('P31947', 'Q12774')"
"('P19838', 'P15336')"
"('P09651', 'Q8IWZ8')"
"('O75884', 'P28749')"
"('Q13615', 'Q96B26')"
"('Q9ULV8', 'Q5VWK5')"
"('P11802', 'P06576')"
"('P17568', 'P56556')"
"('Q14966', 'P31947')"
"('P20809', 'Q08334')"
"('P41279', 'P07900')"
"('O95863', 'Q96NG3')"
"('P84103', 'P14866')"
"('Q9H2X0', 'Q9GZX9')"
"('P63096', 'P45983')"
"('Q15628', 'O95373')"
"('Q15834', 'P19237')"
"('Q8NHW4', 'P51684')"
"('Q9GZS3', 'P62875')"
"('Q6FHJ7', 'Q9ULV1')"
"('O76075', 'Q9UGN5')"
"('Q13547', 'P53539')"
"('Q15560', 'Q99962')"
"('Q9BSW7', 'Q7Z2E3')"
"('O43493', 'P19174')"
"('Q9Y4K3', 'Q9UGP4')"
"('P06213', 'P19174')"
"('Q9Y6J9', 'Q92831')"
"('Q96RN5', 'Q13485')"
"('Q6FI13', 'Q9BY41')"
"('Q9Y286', 'Q12933')"
"('Q8IZI9', 'Q9HBE5')"
"('Q14145', 'Q9GZQ8')"
"('P06756', 'P01111')"
"('Q8IX12', 'Q9BUJ2')"
"('P60953', 'P63000')"
"('Q9NPH9', 'P31785')"
"('Q14738', 'Q13698')"
"('Q04206', 'P01571')"
"('P55196', 'Q07157')"
"('P42226', 'P01861')"
"('P98175', 'Q15428')"
"('Q15466', 'P28702')"
"('P05112', 'P08887')"
"('Q06124', 'P78324')"
"('P05386', 'O75956')"
"('P14373', 'Q5VTD9')"
"('P16871', 'P09211')"
"('P62277', 'P43146')"
"('O43765', 'P46379')"
"('Q96TA2', 'Q14197')"
"('P53805', 'Q9Y4K3')"
"('Q92934', 'P62993')"
"('P46937', 'P36402')"
"('Q09470', 'P78352')"
"('P12107', 'P08514')"
"('P67870', 'P30622')"
"('Q13557', 'Q14524')"
"('O75116', 'P62136')"
"('Q04724', 'O95475')"
"('P11229', 'P62873')"
"('Q92793', 'P14060')"
"('P46934', 'P62979')"
"('Q9H0R8', 'Q00610')"
"('Q9H2G2', 'P51398')"
"('Q8WXH5', 'P42224')"
"('Q7L523', 'Q9NQL2')"
"('P07437', 'Q86UA6')"
"('Q9BVP2', 'Q9H1I8')"
"('O43918', 'Q8N1F7')"
"('Q99459', 'Q03169')"
"('P20366', 'P46379')"
"('P31943', 'O95400')"
"('P24043', 'P53708')"
"('Q12873', 'Q8N6T7')"
"('P62424', 'P46777')"
"('P07900', 'Q9UKG9')"
"('O14543', 'Q9HC73')"
"('P48736', 'P05026')"
"('P09496', 'Q14008')"
"('P21246', 'Q96EW2')"
"('O14757', 'O00255')"
"('O75038', 'Q16512')"
"('Q8N335', 'P49716')"
"('P48357', 'Q13131')"
"('P84103', 'O14646')"
"('O94916', 'P15121')"
"('406883', 'P01116')"
"('Q92922', 'Q96GM5')"
"('P01574', 'P08887')"
"('P26006', 'P46109')"
"('Q96SN8', 'Q14CB8')"
"('Q13263', 'P21506')"
"('P21964', 'P41220')"
"('Q96N67', 'O95059')"
"('Q8IW19', 'P49916')"
"('Q9UGN5', 'P09874')"
"('Q9UBZ4', 'Q15834')"
"('P27348', 'P16403')"
"('O75581', 'Q2MKA7')"
"('B5ME19', 'P55010')"
"('Q12906', 'P04406')"
"('Q9GZM7', 'Q9Y3C7')"
"('P19174', 'Q13094')"
"('Q15047', 'Q99624')"
"('Q14164', 'Q9Y230')"
"('O14610', 'O14827')"
"('Q9C0J8', 'P62140')"
"('O00401', 'O15144')"
"('O15520', 'P11362')"
"('P22612', 'P53778')"
"('Q8N726', 'P24385')"
"('P06756', 'O75369')"
"('P24394', 'O60674')"
"('Q9UQN3', 'Q70EL1')"
"('P01562', 'Q09472')"
"('O95487', 'O94979')"
"('Q96T76', 'Q99623')"
"('P06241', 'Q9UJV9')"
"('Q9Y383', 'Q9P2H0')"
"('Q14469', 'Q02363')"
"('Q96L34', 'Q9UL42')"
"('P10721', 'P29353')"
"('O96019', 'Q13573')"
"('P42345', 'Q9BPX7')"
"('Q96GF1', 'O14640')"
"('Q09472', 'Q13105')"
"('Q6STE5', 'O14497')"
"('Q15788', 'Q99828')"
"('P26373', 'Q92901')"
"('O43439', 'Q01196')"
"('P49841', 'O75533')"
"('P18124', 'Q15653')"
"('P13569', 'Q02817')"
"('Q9NXU5', 'Q14194')"
"('Q13200', 'Q8WVY7')"
"('O95257', 'Q07869')"
"('P07900', 'Q8TDR0')"
"('Q07325', 'Q99873')"
"('Q8TEW0', 'Q05513')"
"('O75832', 'P61289')"
"('P23396', 'P46783')"
"('Q14164', 'P52434')"
"('Q9UET6', 'O60739')"
"('P84095', 'O75116')"
"('P55103', 'Q04771')"
"('Q9Y5I2', 'O95433')"
"('Q13087', 'Q92956')"
"('P63010', 'Q9Y6Q5')"
"('P16220', 'Q99501')"
"('Q96AJ9', 'O15400')"
"('Q7L2E3', 'Q9Y5X4')"
"('P49765', 'P08138')"
"('P10275', 'Q06830')"
"('O14775', 'O15264')"
"('P67809', 'Q7Z6M2')"
"('P07355', 'P63104')"
"('406883', 'P05231')"
"('Q96GM5', 'P24522')"
"('O75365', 'O60477')"
"('Q16643', 'P62993')"
"('Q75NE6', 'P38936')"
"('Q92985', 'P05161')"
"('O94985', 'Q15047')"
"('P04637', 'O14727')"
"('P29353', 'Q2TAY7')"
"('P14550', 'Q9H1I8')"
"('Q96RT1', 'Q93009')"
"('Q9NQT4', 'Q96NG5')"
"('Q9BVM2', 'Q9Y265')"
"('P37023', 'Q13485')"
"('P01106', 'Q5XUX0')"
"('P00533', 'P01100')"
"('P41235', 'P10912')"
"('Q01780', 'Q8TF46')"
"('Q53HC9', 'Q8NC51')"
"('P07947', 'P16591')"
"('P07711', 'P55957')"
"('P01871', 'Q05397')"
"('Q8N264', 'P62745')"
"('P62826', 'P43487')"
"('Q9ULZ3', 'O15111')"
"('Q9UDV6', 'Q70SY1')"
"('Q13547', 'Q969G3')"
"('Q13111', 'Q9UBU7')"
"('P17676', 'P17096')"
"('P01100', 'P35228')"
"('P48443', 'P27707')"
"('Q9UHD0', 'Q6UXL0')"
"('P52948', 'Q96KG9')"
"('P01106', 'Q01081')"
"('P61077', 'Q9Y4L5')"
"('P63000', 'Q15286')"
"('P04049', 'P06400')"
"('Q93098', 'Q9NPG1')"
"('P13385', 'P35052')"
"('P24723', 'Q8IWT0')"
"('Q13233', 'Q15759')"
"('P22087', 'Q9UBC5')"
"('P62857', 'P62241')"
"('Q9P2G9', 'P62987')"
"('P05187', 'Q92643')"
"('P49368', 'P49642')"
"('Q12873', 'Q92769')"
"('Q13042', 'Q9UJX5')"
"('Q16658', 'P40337')"
"('Q09161', 'P62826')"
"('P26012', 'P56199')"
"('O15297', 'Q00987')"
"('P49116', 'Q99570')"
"('O60739', 'Q01469')"
"('Q01105', 'P52429')"
"('P25963', 'P62829')"
"('P27694', 'Q96FI4')"
"('Q13177', 'Q5TCZ1')"
"('P08588', 'Q96AW1')"
"('Q8N1F7', 'O15504')"
"('P62979', 'Q99942')"
"('O43318', 'P06733')"
"('Q14994', 'Q15788')"
"('P35626', 'Q8NG94')"
"('Q7Z6A9', 'P29350')"
"('P63261', 'P05556')"
"('Q9C0C7', 'Q9P2Y5')"
"('P11047', 'P25391')"
"('Q9Y535', 'P61218')"
"('Q86UT6', 'P22695')"
"('O15151', 'O14757')"
"('O95405', 'Q4LDE5')"
"('P04629', 'P01116')"
"('P38936', 'Q5SZQ8')"
"('O75116', 'Q14164')"
"('Q13315', 'Q9ULW0')"
"('Q5VWP2', 'O00444')"
"('O75962', 'Q13867')"
"('P39019', 'P62701')"
"('Q07021', 'Q9UKV8')"
"('P27348', 'A6ND36')"
"('Q9UKV0', 'Q6FI13')"
"('P49716', 'Q14739')"
"('Q96B18', 'P17252')"
"('O00254', 'P46108')"
"('P35626', 'Q8NGG5')"
"('P00533', 'Q9NP31')"
"('Q01844', 'P78310')"
"('Q9Y230', 'Q92956')"
"('Q9P0W0', 'P26951')"
"('P05014', 'O60674')"
"('Q13546', 'Q13114')"
"('P29353', 'P33151')"
"('P49715', 'Q9NR96')"
"('Q13573', 'P78371')"
"('Q9UL03', 'P14373')"
"('P38432', 'Q9ULV0')"
"('Q9Y572', 'P31943')"
"('O60262', 'O00555')"
"('Q14974', 'P84022')"
"('Q9NVI1', 'Q15714')"
"('Q9UPT5', 'Q8IY31')"
"('P18825', 'Q9Y210')"
"('O95757', 'P62330')"
"('Q92692', 'Q495A1')"
"('P51532', 'Q00653')"
"('Q15021', 'Q9NTJ3')"
"('Q86WJ1', 'P35244')"
"('Q9UII4', 'Q969T4')"
"('O15055', 'Q49AN0')"
"('P04141', 'P19838')"
"('Q9BRK5', 'Q16637')"
"('Q13009', 'Q05513')"
"('Q16620', 'Q6S5L8')"
"('Q9NY93', 'Q02543')"
"('O43837', 'Q99873')"
"('Q9UBY5', 'P84996')"
"('Q53ET0', 'P18848')"
"('P52429', 'P22234')"
"('Q8TAQ2', 'P04637')"
"('P16144', 'P84022')"
"('P04049', 'P53779')"
"('P98095', 'O15209')"
"('P14735', 'Q9BYX4')"
"('P01566', 'P48551')"
"('O43318', 'P19838')"
"('Q96RT1', 'Q9Y466')"
"('P08476', 'P10600')"
"('Q14232', 'Q13144')"
"('Q8N7P3', 'P56856')"
"('P30101', 'P10909')"
"('Q9NR50', 'P05198')"
"('P37231', 'P48443')"
"('Q12959', 'O95155')"
"('Q7Z5H3', 'O00212')"
"('P41587', 'Q5JWF2')"
"('P46778', 'P42766')"
"('P28838', 'Q99816')"
"('Q92830', 'O15524')"
"('P05113', 'P42701')"
"('P78560', 'Q9UKR5')"
"('Q6NUN9', 'P49841')"
"('P12270', 'P49790')"
"('O94806', 'Q16236')"
"('P31751', 'O43524')"
"('Q96F25', 'Q9NP73')"
"('P18564', 'P35609')"
"('P11274', 'Q13588')"
"('Q08378', 'Q9HD26')"
"('P29350', 'Q8WV28')"
"('Q93084', 'Q9P2S5')"
"('Q7L190', 'O95751')"
"('Q9UM82', 'Q12933')"
"('P05129', 'P49023')"
"('P46937', 'Q07812')"
"('Q00610', 'Q9NZ52')"
"('P46776', 'P26373')"
"('P62273', 'P61247')"
"('Q02156', 'P29966')"
"('P19388', 'P52435')"
"('P12110', 'P08648')"
"('P12980', 'P35237')"
"('O15131', 'P46527')"
"('Q86X55', 'Q01201')"
"('Q13315', 'O96019')"
"('P35442', 'P08648')"
"('145624', 'Q14344')"
"('O15105', 'O14640')"
"('P18146', 'P43026')"
"('Q9NQW1', 'Q15437')"
"('P67870', 'P43681')"
"('Q9BX46', 'Q9NWB1')"
"('Q9NQV8', 'P16220')"
"('Q9H936', 'Q9P2S5')"
"('P05556', 'Q14192')"
"('Q9NWA0', 'Q6P2C8')"
"('Q8N264', 'Q96L33')"
"('Q14103', 'Q8IYB3')"
"('Q93008', 'Q15714')"
"('O14641', 'Q5SW24')"
"('P42858', 'Q99689')"
"('P30480', 'P61019')"
"('Q9NR33', 'P78537')"
"('Q92609', 'Q96CW1')"
"('Q14444', 'Q96BK5')"
"('Q9BWU1', 'O43513')"
"('P61962', 'Q04917')"
"('P01889', 'Q9Y5L4')"
"('P12109', 'P31431')"
"('Q15303', 'P0CG47')"
"('P03923', 'O75489')"
"('P19022', 'Q15262')"
"('P01877', 'O94921')"
"('P19532', 'P55209')"
"('Q9UBC3', 'Q15047')"
"('Q92519', 'Q9NRR5')"
"('Q13177', 'Q9Y2U5')"
"('P22736', 'O60806')"
"('P05231', 'P24394')"
"('P13611', 'P14151')"
"('Q9NZN5', 'Q9H2X3')"
"('P62945', 'P46779')"
"('Q06323', 'Q9UL46')"
"('P06730', 'Q9NRA8')"
"('P18510', 'P04150')"
"('Q96EQ8', 'P61086')"
"('P18146', 'P62070')"
"('P35626', 'Q8NGH8')"
"('Q14164', 'Q00653')"
"('P22392', 'P61086')"
"('Q13315', 'Q12905')"
"('Q05209', 'Q05397')"
"('O75293', 'P14635')"
"('P19793', 'Q96ST3')"
"('P14550', 'Q9NPD3')"
"('Q9Y2Q3', 'Q9UBB6')"
"('P62266', 'Q15843')"
"('P24863', 'Q92731')"
"('Q13535', 'P42285')"
"('P21741', 'P42224')"
"('O75143', 'P78527')"
"('P56945', 'P00533')"
"('Q96BR9', 'Q8WV44')"
"('Q01201', 'P34931')"
"('Q8WX92', 'P38398')"
"('P30101', 'Q12805')"
"('P51668', 'Q68DV7')"
"('P21817', 'P16333')"
"('Q9Y265', 'Q12933')"
"('Q96JK9', 'Q09472')"
"('P20701', 'P36941')"
"('O14508', 'P78552')"
"('Q12933', 'P27986')"
"('P13489', 'P49411')"
"('P00533', 'Q2TAY7')"
"('O00206', 'Q8IWL1')"
"('Q8TDR0', 'P08107')"
"('P48551', 'P01569')"
"('Q16630', 'O43809')"
"('Q6ZSZ5', 'P61586')"
"('P41134', 'P28324')"
"('P62987', 'P39023')"
"('P10275', 'O75928')"
"('O15264', 'P07814')"
"('Q16586', 'Q96LD1')"
"('O14807', 'Q15052')"
"('Q9P1W9', 'O95169')"
"('Q13546', 'Q9HB75')"
"('P27986', 'P15498')"
"('Q9HCU9', 'P21675')"
"('Q9BQA1', 'P52272')"
"('P04406', 'Q96A08')"
"('P15090', 'Q92882')"
"('Q6ZUJ8', 'Q04864')"
"('P35244', 'P49736')"
"('Q8WVM7', 'P54274')"
"('P51956', 'P15498')"
"('P31749', 'Q9UQF2')"
"('Q99459', 'Q15149')"
"('P02462', 'Q9HCN6')"
"('Q9Y6K9', 'O14965')"
"('P13984', 'P01100')"
"('Q14197', 'P22033')"
"('Q9NVC6', 'Q9Y2X0')"
"('Q93062', 'Q01844')"
"('O75159', 'P17181')"
"('Q9UKR5', 'Q99547')"
"('Q9H2U1', 'Q9BZ23')"
"('Q00653', 'Q96ST3')"
"('P19388', 'P12830')"
"('P78545', 'Q15008')"
"('P25942', 'P24394')"
"('P32121', 'Q8NH70')"
"('P34932', 'O95831')"
"('P27695', 'P62330')"
"('P01106', 'Q9Y6K9')"
"('Q13191', 'P12931')"
"('P11940', 'Q9Y478')"
"('O95295', 'P11047')"
"('Q07666', 'Q99459')"
"('P49662', 'Q15008')"
"('Q15437', 'O94855')"
"('Q08050', 'P24864')"
"('P16520', 'P42338')"
"('O95167', 'Q86Y39')"
"('Q9Y6M9', 'O60383')"
"('Q9UBL3', 'Q03164')"
"('Q9UHY7', 'P09884')"
"('Q07889', 'Q8IXI1')"
"('Q14164', 'P04350')"
"('P35462', 'P21333')"
"('Q13315', 'P55957')"
"('Q00597', 'P07900')"
"('Q05193', 'P50570')"
"('O00442', 'P46779')"
"('P12956', 'Q12905')"
"('Q86TI0', 'P61106')"
"('Q14966', 'Q13137')"
"('P62491', 'P40337')"
"('P62877', 'Q96G25')"
"('Q86UL3', 'Q5VTD9')"
"('O95347', 'Q99459')"
"('Q15811', 'Q15427')"
"('P54253', 'P13637')"
"('P30273', 'P42336')"
"('Q15029', 'P01106')"
"('Q96FJ2', 'Q96LC9')"
"('P56937', 'Q15800')"
"('Q13123', 'Q8TBK6')"
"('Q15427', 'Q9BQA1')"
"('P0C1Z6', 'Q9ULG1')"
"('P51668', 'Q8N9I9')"
"('P20718', 'P55957')"
"('P63104', 'Q9Y6R4')"
"('P63096', 'P48549')"
"('P31751', 'P41279')"
"('O15198', 'Q9Y2U8')"
"('P01112', 'O15211')"
"('P30874', 'P29350')"
"('O00255', 'P35579')"
"('P07900', 'P10809')"
"('Q9HC98', 'Q13526')"
"('P42338', 'P50570')"
"('P08908', 'Q9P2W3')"
"('P62316', 'P0CG47')"
"('Q8NC60', 'Q9UMX3')"
"('Q9H2G2', 'O43708')"
"('Q9P212', 'Q16513')"
"('P35626', 'P51685')"
"('Q5VU97', 'Q9HCS7')"
"('P30519', 'P05067')"
"('P61077', 'P46934')"
"('P28070', 'Q8IY92')"
"('O14625', 'P49682')"
"('P29466', 'Q9NX02')"
"('P61247', 'P62266')"
"('Q8WXA9', 'Q99459')"
"('P21802', 'Q9ULV8')"
"('P01275', 'P27487')"
"('P07202', 'P14784')"
"('P61289', 'P38432')"
"('O60269', 'P62258')"
"('P38432', 'Q12800')"
"('P32121', 'Q96R48')"
"('O43707', 'P42224')"
"('P17987', 'Q9Y2T4')"
"('P46098', 'P27824')"
"('Q99615', 'O60921')"
"('Q14511', 'Q15797')"
"('P25445', 'P68104')"
"('P21802', 'Q9H201')"
"('P84022', 'P12956')"
"('Q13432', 'P49703')"
"('Q9NVC6', 'Q15528')"
"('P05771', 'Q07157')"
"('P43115', 'P50148')"
"('O75381', 'P14317')"
"('P56159', 'P07949')"
"('Q05193', 'Q8IWF7')"
"('P61289', 'P62191')"
"('O43639', 'P0CG48')"
"('P08865', 'P08708')"
"('P62277', 'P15880')"
"('P21583', 'P16234')"
"('Q13094', 'P42768')"
"('P06401', 'P53779')"
"('O14965', 'Q17RY0')"
"('Q9NPF7', 'P40189')"
"('Q9Y463', 'Q96S59')"
"('P01106', 'P50213')"
"('P43403', 'Q9H4E7')"
"('P98175', 'P09234')"
"('P51817', 'P62955')"
"('Q4L180', 'O76071')"
"('Q8IZI9', 'Q8N6P7')"
"('P52735', 'Q8WUB8')"
"('P36542', 'P29353')"
"('Q02223', 'Q9Y4K3')"
"('P30457', 'Q9NYU2')"
"('Q7Z3T8', 'P84022')"
"('P0CG48', 'Q15034')"
"('P62263', 'Q01201')"
"('Q6NZ67', 'Q16543')"
"('O95999', 'Q9NPP4')"
"('P51531', 'Q13315')"
"('Q0VG06', 'Q9BTP7')"
"('P63167', 'P25963')"
"('P16104', 'O95881')"
"('P07585', 'O60603')"
"('Q13315', 'Q8IZ52')"
"('Q12846', 'Q9H2B2')"
"('P05023', 'Q15910')"
"('P62330', 'P04843')"
"('P01871', 'Q9UKI3')"
"('P63211', 'P16499')"
"('Q96I25', 'Q9P013')"
"('P36897', 'P98170')"
"('Q6P1N0', 'O15530')"
"('P37173', 'Q13485')"
"('Q92769', 'Q86YP4')"
"('Q8TEW0', 'Q9NQ66')"
"('O60739', 'P39023')"
"('Q9BZX2', 'Q15714')"
"('Q13237', 'Q15759')"
"('Q08043', 'P63104')"
"('Q8IUC4', 'Q9H1Y0')"
"('P52429', 'Q9BZD4')"
"('P43364', 'Q01844')"
"('Q9ULK6', 'P62837')"
"('P12980', 'Q2KJY2')"
"('P62993', 'P22681')"
"('Q9ULK5', 'Q04759')"
"('P06702', 'P05109')"
"('Q96BK5', 'P60981')"
"('P03915', 'P03886')"
"('P27348', 'Q99759')"
"('P10070', 'Q15915')"
"('O60506', 'Q9UL18')"
"('P01889', 'P62910')"
"('Q14240', 'P60842')"
"('P17676', 'P10145')"
"('P06213', 'P51692')"
"('O15551', 'Q8N7P3')"
"('Q9NQS7', 'P53350')"
"('Q9Y297', 'Q04206')"
"('Q15173', 'Q86US8')"
"('Q13751', 'P26010')"
"('Q9UPN3', 'P12757')"
"('P35251', 'P67870')"
"('Q13557', 'O43318')"
"('P33993', 'Q9Y5S9')"
"('Q7Z7G0', 'P62993')"
"('Q9BVP2', 'P27986')"
"('P15309', 'P04278')"
"('Q8WXH5', 'Q14626')"
"('O43299', 'P31946')"
"('P14866', 'P10276')"
"('O60262', 'P08754')"
"('Q9Y3B4', 'Q9Y5J5')"
"('P51991', 'P09651')"
"('Q9UPP5', 'O95149')"
"('Q8IWV7', 'P58753')"
"('P60709', 'Q13683')"
"('O43913', 'Q9UBD5')"
"('Q9P2S5', 'P56192')"
"('P51685', 'P04899')"
"('P63279', 'P46937')"
"('Q9GZS3', 'P63104')"
"('P62979', 'P62987')"
"('P56750', 'P57739')"
"('P27361', 'O76070')"
"('Q9Y4K3', 'Q9Y3B3')"
"('P53618', 'Q9H013')"
"('P48357', 'Q07869')"
"('Q99459', 'P15924')"
"('Q9Y2X8', 'Q9HCM9')"
"('Q93079', 'P0C5Z0')"
"('Q14974', 'Q14696')"
"('P58876', 'Q16777')"
"('P62424', 'Q15843')"
"('Q7KZ85', 'P45973')"
"('P04141', 'Q01344')"
"('P01106', 'O60942')"
"('O15105', 'Q9H0M0')"
"('P32121', 'Q8NGV5')"
"('Q99832', 'P36542')"
"('Q16644', 'Q15910')"
"('Q9BWU1', 'Q9P086')"
"('Q9UL18', 'P62277')"
"('P38398', 'Q13085')"
"('Q9Y3F4', 'Q9P0P8')"
"('P16104', 'O96019')"
"('Q9UI95', 'Q9BS18')"
"('P42771', 'Q7L590')"
"('P19793', 'P15172')"
"('P42766', 'P39023')"
"('P42771', 'Q9H1Y0')"
"('P62993', 'Q96KQ7')"
"('Q96L34', 'P07437')"
"('Q9UNA0', 'P35625')"
"('P56524', 'Q96KK5')"
"('P28799', 'P52790')"
"('Q16620', 'P00519')"
"('Q9UK22', 'P29033')"
"('Q8NEM0', 'Q14209')"
"('Q8NGG6', 'P38405')"
"('P27540', 'P38936')"
"('Q96BK5', 'P30044')"
"('P21583', 'P35916')"
"('Q9Y2M5', 'Q5T3J3')"
"('Q13315', 'P10073')"
"('Q13153', 'P14598')"
"('Q96I34', 'Q86UP0')"
"('P53041', 'P31948')"
"('P27695', 'P15531')"
"('Q9NVV9', 'P51116')"
"('Q00722', 'Q02156')"
"('P62899', 'Q07020')"
"('P27694', 'Q6PCD5')"
"('Q01844', 'Q9UEE9')"
"('Q14164', 'Q14165')"
"('P07737', 'Q562R1')"
"('Q13077', 'P55209')"
"('Q99496', 'Q06587')"
"('P29350', 'Q92734')"
"('P18031', 'P12931')"
"('Q15389', 'P22607')"
"('Q96LD1', 'Q16586')"
"('P62993', 'Q8WWI1')"
"('P51991', 'P55795')"
"('Q9UM47', 'Q96JK9')"
"('O00571', 'O95786')"
"('P02792', 'P21246')"
"('P31946', 'O14744')"
