negatives
"('Q13315', 'Q9P2D1')"
"('Q15274', 'Q9UMX1')"
"('O95685', 'Q12972')"
"('P61586', 'P04049')"
"('Q9NPC6', 'P35609')"
"('Q92913', 'P00533')"
"('P17301', 'P27986')"
"('Q9Y3C7', 'Q13228')"
"('P78317', 'P10275')"
"('Q9NQZ6', 'P27986')"
"('Q08043', 'P26006')"
"('P61254', 'P18124')"
"('Q9H9V4', 'O14933')"
"('O60341', 'P49918')"
"('Q13432', 'Q8TF21')"
"('P17612', 'P54284')"
"('P55773', 'P46094')"
"('Q9BYW1', 'P08047')"
"('Q53G59', 'Q9UBV8')"
"('Q01831', 'Q92466')"
"('Q9P212', 'P05129')"
"('P01568', 'P48357')"
"('P68104', 'Q9UNF1')"
"('P24385', 'Q08999')"
"('Q6UVK1', 'Q9H832')"
"('O95832', 'Q96B33')"
"('Q9H840', 'P62304')"
"('Q6P1J9', 'Q08043')"
"('O15264', 'P48643')"
"('Q16576', 'P09455')"
"('P10276', 'P56524')"
"('Q9NY65', 'P68371')"
"('Q7L590', 'O43929')"
"('P43403', 'P06127')"
"('P63261', 'Q15942')"
"('P62993', 'P51587')"
"('Q9NRR5', 'P55198')"
"('Q4LDE5', 'P12757')"
"('Q9ULV8', 'P06241')"
"('Q03135', 'P27361')"
"('P20809', 'P40238')"
"('Q99612', 'P35228')"
"('O15552', 'P04899')"
"('Q02790', 'Q04771')"
"('O95782', 'Q9Y4K3')"
"('Q9HCM9', 'P16333')"
"('P20618', 'P53350')"
"('O95467', 'O14610')"
"('P46779', 'P42766')"
"('Q6P474', 'Q9HAW0')"
"('Q13753', 'P08648')"
"('Q13415', 'Q13416')"
"('Q13554', 'Q14934')"
"('P43657', 'Q9HAV0')"
"('Q13153', 'P16949')"
"('Q15047', 'Q13111')"
"('O95271', 'O60239')"
"('P31150', 'Q15669')"
"('P05386', 'P63173')"
"('P61160', 'O15143')"
"('P49023', 'P26599')"
"('Q13568', 'P49796')"
"('Q09028', 'Q13330')"
"('Q99879', 'Q9UKV0')"
"('P62256', 'P49366')"
"('Q99873', 'Q9UKE5')"
"('Q96BK5', 'P62899')"
"('P0CG47', 'P0CG48')"
"('P51784', 'Q06587')"
"('P80404', 'P46108')"
"('P53355', 'P19105')"
"('Q9UL03', 'Q14152')"
"('Q12778', 'P49908')"
"('Q9C026', 'P50552')"
"('Q96QZ7', 'Q8TEU7')"
"('Q68DC2', 'Q96CW1')"
"('Q09472', 'P42224')"
"('O95155', 'Q99615')"
"('P82979', 'P67870')"
"('P62979', 'Q9Y6K9')"
"('Q8IX03', 'Q96NE9')"
"('Q9NR48', 'P68431')"
"('P42574', 'P09874')"
"('P04637', 'P29590')"
"('Q9UKB1', 'P42574')"
"('P35030', 'P01009')"
"('Q9NSI5', 'P55196')"
"('Q09472', 'Q70SY1')"
"('Q9UM11', 'Q8NHZ8')"
"('Q93062', 'Q8N4T4')"
"('P35659', 'Q10586')"
"('Q9NQW6', 'Q13573')"
"('P50151', 'P08754')"
"('P40429', 'P61254')"
"('Q8N3C0', 'P12980')"
"('Q13976', 'Q9NPA1')"
"('P11047', 'Q9Y3C0')"
"('P78352', 'Q15303')"
"('P51149', 'Q9NY65')"
"('P04083', 'P25090')"
"('P04279', 'Q02383')"
"('Q99689', 'Q13332')"
"('Q16401', 'O00231')"
"('Q9Y2J4', 'P19012')"
"('P16104', 'A6NMY6')"
"('O15530', 'Q9H307')"
"('Q96GM8', 'Q01081')"
"('P62714', 'Q96BV0')"
"('P49407', 'O75521')"
"('Q12824', 'O14497')"
"('P05000', 'P32927')"
"('P29466', 'Q13153')"
"('P04637', 'O43715')"
"('P22234', 'Q8TBB1')"
"('Q9Y2Q3', 'P49755')"
"('P06730', 'P62753')"
"('P49841', 'P54840')"
"('P04222', 'P62158')"
"('Q13546', 'Q15628')"
"('Q8N5F7', 'Q15366')"
"('Q00613', 'P12956')"
"('P32248', 'P49407')"
"('Q9UKF6', 'Q92797')"
"('Q9NX70', 'Q9Y3C7')"
"('Q7KZF4', 'Q92793')"
"('Q92769', 'P26358')"
"('Q92793', 'Q99941')"
"('P07237', 'Q8TCT9')"
"('P21333', 'P32121')"
"('P10276', 'Q8NFJ5')"
"('O14807', 'P48736')"
"('Q9Y2I6', 'P13805')"
"('Q16637', 'O14576')"
"('Q9HC24', 'Q9P035')"
"('P46531', 'Q06710')"
"('P10147', 'P25024')"
"('A7KAX9', 'Q9H0R8')"
"('Q03164', 'Q93034')"
"('Q9NYJ8', 'Q05639')"
"('Q9Y4K3', 'Q9NR31')"
"('Q9NXK8', 'P62877')"
"('P20248', 'Q14209')"
"('P04629', 'Q9ULV8')"
"('Q9UKE5', 'P00505')"
"('Q9H063', 'P30281')"
"('P35638', 'Q9H1Y0')"
"('Q9Y2I6', 'P13994')"
"('Q9Y3C7', 'P11161')"
"('P04629', 'Q05209')"
"('P78330', 'Q9Y6J8')"
"('P0CG47', 'Q01201')"
"('Q96CB9', 'Q14197')"
"('P35968', 'P42224')"
"('P12268', 'Q9UBN6')"
"('O95376', 'P48664')"
"('P98170', 'Q15843')"
"('Q9UET6', 'P52758')"
"('P16949', 'Q96BK5')"
"('P07900', 'P19838')"
"('P67870', 'O60502')"
"('P61981', 'P22681')"
"('P39023', 'P62906')"
"('Q99743', 'O00327')"
"('P42566', 'P49757')"
"('Q92569', 'Q9Y259')"
"('O96000', 'O95167')"
"('P43489', 'Q12933')"
"('Q86WJ1', 'P84243')"
"('P34130', 'P04629')"
"('Q13952', 'O60902')"
"('P63104', 'Q9BQA1')"
"('P10909', 'P01857')"
"('P01106', 'P20839')"
"('P29400', 'Q16637')"
"('Q9UBC3', 'P63279')"
"('Q9UBD9', 'Q99650')"
"('Q9NVV9', 'P0CAP1')"
"('A1YPR0', 'Q99459')"
"('O75569', 'Q15633')"
"('P0C1Z6', 'O60936')"
"('P0CG48', 'Q13233')"
"('P51608', 'Q9H2X6')"
"('Q9ULA0', 'Q6UY14')"
"('P25789', 'O14818')"
"('Q9HAV0', 'P42336')"
"('P29371', 'P29992')"
"('P25445', 'Q00613')"
"('Q8N5G2', 'O15198')"
"('O75832', 'Q9Y5K5')"
"('Q9BY84', 'P45984')"
"('Q8ND90', 'P18146')"
"('O60260', 'P68402')"
"('P15153', 'P31150')"
"('P08670', 'P55854')"
"('Q9UKM9', 'Q99459')"
"('Q01105', 'P15531')"
"('Q00534', 'P24864')"
"('Q13233', 'P50990')"
"('P07900', 'Q15653')"
"('P60520', 'Q14257')"
"('P98175', 'Q8IX12')"
"('Q7Z401', 'Q9NPI1')"
"('P47898', 'P59768')"
"('P42345', 'O15530')"
"('Q13227', 'Q86Y13')"
"('O60869', 'P05412')"
"('P08047', 'P04637')"
"('P62253', 'Q05086')"
"('O00762', 'Q3KNV8')"
"('P63104', 'P19105')"
"('P60709', 'Q9NYJ8')"
"('P05787', 'P58107')"
"('Q16795', 'O15239')"
"('Q969Q1', 'P31930')"
"('Q13547', 'P53539')"
"('P42765', 'Q12983')"
"('P24941', 'P12830')"
"('Q93077', 'P0C1H6')"
"('O15264', 'Q15233')"
"('P35626', 'Q8NGG2')"
"('Q8NE62', 'P62917')"
"('O15145', 'Q99873')"
"('P48740', 'O43639')"
"('P11229', 'O14610')"
"('P04198', 'Q969H0')"
"('Q13617', 'P27105')"
"('Q9Y294', 'Q96HA7')"
"('P11940', 'Q9H074')"
"('Q9Y597', 'O95777')"
"('Q9HBU1', 'Q9HC77')"
"('P14859', 'P32302')"
"('Q8N1F7', 'O75365')"
"('Q14738', 'Q5FBB7')"
"('Q14019', 'Q96BK5')"
"('Q01968', 'P20339')"
"('Q06710', 'P48443')"
"('Q9P2S5', 'P42704')"
"('P29350', 'P31994')"
"('P98161', 'P04637')"
"('P01106', 'Q9ULJ6')"
"('O43900', 'P55157')"
"('P78352', 'O60333')"
"('Q14164', 'P15311')"
"('P48643', 'P62736')"
"('P24043', 'P07942')"
"('Q08881', 'P52294')"
"('P48436', 'Q14974')"
"('O14544', 'Q13261')"
"('P08172', 'P30679')"
"('Q13571', 'Q8IZ07')"
"('Q96QV6', 'P58876')"
"('Q6UW78', 'Q9Y5J5')"
"('P49760', 'P49761')"
"('Q13315', 'P13984')"
"('P13667', 'P16104')"
"('P18146', 'Q9UMX9')"
"('Q96PM5', 'P10275')"
"('P37231', 'P61964')"
"('Q14164', 'P52272')"
"('Q13885', 'O75056')"
"('Q9BYC9', 'P51398')"
"('P35222', 'P18065')"
"('Q8TF65', 'Q15047')"
"('Q9H6U8', 'P16104')"
"('Q96N66', 'Q86WV6')"
"('P11597', 'O15145')"
"('P62136', 'Q5C9Z4')"
"('P17097', 'O75528')"
"('P51668', 'P55055')"
"('Q96G25', 'P32121')"
"('Q15746', 'P10916')"
"('Q00005', 'Q02878')"
"('Q9UJX2', 'Q6STE5')"
"('P13631', 'Q2M1K9')"
"('Q92993', 'P40763')"
"('P63104', 'Q86U42')"
"('Q9BWG4', 'Q9UPN9')"
"('P07237', 'O95400')"
"('P06753', 'P84022')"
"('P62993', 'Q9UL42')"
"('Q13573', 'P78344')"
"('P16871', 'P02775')"
"('P13521', 'P27986')"
"('O15031', 'O60925')"
"('Q13555', 'Q8TEY5')"
"('Q8IXH7', 'P84101')"
"('P03897', 'Q9UI09')"
"('Q13315', 'Q8N573')"
"('P02751', 'P18564')"
"('P10276', 'P13631')"
"('P35268', 'P62910')"
"('A6NIT4', 'P52333')"
"('Q05397', 'O94817')"
"('P46379', 'P48304')"
"('Q5UIP0', 'O43240')"
"('P23508', 'P29144')"
"('Q86UA6', 'P38646')"
"('P14866', 'O00141')"
"('P62847', 'P62081')"
"('O15503', 'Q8NC51')"
"('Q66LE6', 'P54289')"
"('P14921', 'P01100')"
"('Q8NDV3', 'O95072')"
"('P50914', 'Q92901')"
"('P62847', 'P60709')"
"('Q13435', 'Q96CW1')"
"('P12111', 'P05106')"
"('Q05086', 'P68036')"
"('Q13485', 'P31321')"
"('Q8TBK6', 'Q13427')"
"('P10912', 'P23458')"
"('Q9ULJ6', 'Q5VU97')"
"('Q96QK1', 'P60520')"
"('P04150', 'Q15788')"
"('Q8IZH2', 'Q9P0J0')"
"('O43921', 'P10721')"
"('P08123', 'P08514')"
"('P11142', 'Q00005')"
"('P61077', 'Q96BH1')"
"('P01106', 'O60502')"
"('P25054', 'P01876')"
"('Q9H2G2', 'O14513')"
"('P40337', 'P35268')"
"('Q5JR59', 'Q99661')"
"('P59998', 'P63261')"
"('Q06830', 'Q9HCK5')"
"('P04899', 'O60840')"
"('P27986', 'P29353')"
"('O75886', 'P40818')"
"('P46778', 'P62750')"
"('Q9UBD9', 'P32927')"
"('Q9P2E3', 'Q9Y2X8')"
"('O75461', 'P45973')"
"('P20774', 'P46108')"
"('P05107', 'P11215')"
"('Q32MK0', 'Q9BUA6')"
"('O43586', 'O95996')"
"('Q96AV8', 'A0AVK6')"
"('Q15389', 'P11362')"
"('Q96BQ3', 'P51668')"
"('P01889', 'P55209')"
"('Q7KZI7', 'P31947')"
"('P62244', 'P62857')"
"('P20020', 'Q96RT1')"
"('Q9Y4K3', 'Q9Y243')"
"('Q15843', 'P62899')"
"('Q04724', 'P55774')"
"('P09603', 'P16234')"
"('P07942', 'O15230')"
"('Q96NB3', 'Q12906')"
"('P36897', 'O15169')"
"('P32456', 'Q15418')"
"('O43681', 'O60925')"
"('P52272', 'Q16629')"
"('Q13503', 'O95402')"
"('Q8WVB3', 'P29692')"
"('P84022', 'Q9UJ37')"
"('O60783', 'Q9NR30')"
"('Q8WYH8', 'P33992')"
"('Q12857', 'P04271')"
"('P02766', 'P08138')"
"('P23246', 'Q00653')"
"('P61586', 'P11055')"
"('Q16659', 'Q05639')"
"('O95294', 'O14807')"
"('Q07666', 'Q15796')"
"('Q96ED9', 'Q6ZU52')"
"('Q9HBY0', 'P19878')"
"('P15311', 'Q92574')"
"('P12318', 'Q15759')"
"('P11362', 'P14324')"
"('Q13438', 'Q12772')"
"('Q96AG4', 'P30480')"
"('P61981', 'Q7L7X3')"
"('P56537', 'O95433')"
"('Q969G3', 'Q92922')"
"('Q16589', 'P67775')"
"('Q13952', 'Q15796')"
"('Q9NYW0', 'A8MTJ3')"
"('P18146', 'Q92630')"
"('P62834', 'P15498')"
"('Q9UQM7', 'Q92736')"
"('P62913', 'P18124')"
"('P40763', 'P26358')"
"('O43390', 'P52756')"
"('Q13151', 'Q08170')"
"('Q9H4B6', 'Q13188')"
"('O95298', 'O95167')"
"('Q09028', 'Q9Y5X4')"
"('P09651', 'Q13247')"
"('P84022', 'P04637')"
"('O95813', 'P41221')"
"('Q9NPB6', 'P41743')"
"('Q08397', 'P35555')"
"('P09466', 'P68104')"
"('P51817', 'Q9UN42')"
"('Q9P2Y5', 'Q9C0C7')"
"('O75376', 'O60907')"
"('P68371', 'P15927')"
"('Q86TA1', 'P49902')"
"('O76070', 'P27361')"
"('Q92574', 'O96000')"
"('P62805', 'O75164')"
"('Q14790', 'P05067')"
"('P60568', 'P14784')"
"('P28482', 'Q68CJ9')"
"('O94972', 'Q6ZU52')"
"('Q9H8T0', 'P56545')"
"('P60520', 'Q9UPU7')"
"('P63010', 'P25054')"
"('O60739', 'O14818')"
"('P08648', 'P46108')"
"('Q13087', 'P27986')"
"('Q13489', 'P42574')"
"('O60934', 'P29590')"
"('P0C0S5', 'Q8WUI4')"
"('Q99666', 'P55854')"
"('P62750', 'P36578')"
"('P04141', 'Q5VWK5')"
"('P51809', 'Q9UNK0')"
"('Q9Y294', 'P21675')"
"('O15519', 'P58107')"
"('P51693', 'Q03013')"
"('P63211', 'Q01970')"
"('Q13309', 'Q06547')"
"('Q6VY07', 'P68400')"
"('P13612', 'O75530')"
"('P26678', 'P23297')"
"('P10276', 'P50120')"
"('Q8NI35', 'P56750')"
"('Q96MT8', 'Q9NRI5')"
"('Q8IU54', 'P40189')"
"('P16871', 'Q04206')"
"('Q13131', 'P35575')"
"('Q15386', 'O75365')"
"('Q9H4L4', 'P62280')"
"('Q15047', 'P17028')"
"('P24522', 'Q07869')"
"('O75400', 'P10644')"
"('Q8IWW6', 'P61586')"
"('Q9Y3B4', 'Q15428')"
"('407035', 'P08648')"
"('Q9UPW6', 'Q9H3D4')"
"('P27540', 'P07900')"
"('P04406', 'Q13087')"
"('P14784', 'P31785')"
"('P04150', 'P84022')"
"('Q8N8N0', 'P61088')"
"('P08637', 'O15264')"
"('P61981', 'P46527')"
"('P11021', 'Q12772')"
"('P01242', 'P10912')"
"('O00762', 'P09104')"
"('Q14232', 'P49770')"
"('P40337', 'P49755')"
"('P31749', 'P0CG47')"
"('P01375', 'P55957')"
"('Q14330', 'Q02556')"
"('P78527', 'Q10586')"
"('Q92831', 'P14316')"
"('O96000', 'P56556')"
"('Q96HR3', 'P19793')"
"('P56537', 'Q96P50')"
"('Q9UQ80', 'P36578')"
"('O00141', 'Q8TEX9')"
"('P32121', 'Q8N983')"
"('Q96RT1', 'Q00013')"
"('347745', 'P62070')"
"('Q92542', 'Q9Y219')"
"('Q92731', 'Q15466')"
"('P13236', 'P51684')"
"('Q9NS87', 'Q9P2H0')"
"('P27487', 'P51671')"
"('P78362', 'P52735')"
"('P31785', 'Q13261')"
"('Q9Y490', 'P08648')"
"('O15467', 'P61073')"
"('P24043', 'P13612')"
"('Q9P2H0', 'Q86U06')"
"('P01241', 'O00232')"
"('P61247', 'Q9UKV8')"
"('P0CG47', 'Q969F2')"
"('Q16539', 'P28482')"
"('P30050', 'Q92901')"
"('Q5VU43', 'Q13642')"
"('Q09013', 'O14974')"
"('Q9BQI3', 'O14733')"
"('P62324', 'Q5JQF8')"
"('P33240', 'Q9H6E5')"
"('O00327', 'P61956')"
"('P56705', 'O75197')"
"('5512', 'P62136')"
"('P55211', 'Q9Y239')"
"('Q8TBB1', 'P43364')"
"('P43364', 'Q96DC9')"
"('Q96JK9', 'Q04721')"
"('P42771', 'P40337')"
"('Q8NC60', 'Q9BV38')"
"('P60709', 'P08670')"
"('Q86WN2', 'P16871')"
"('P12980', 'P18146')"
"('P10451', 'P05106')"
"('P27361', 'Q9NRA0')"
"('P26368', 'Q9BUJ2')"
"('O43379', 'Q9H0R8')"
"('Q9Y6A4', 'Q15428')"
"('Q15843', 'Q13616')"
"('P04085', 'P00533')"
"('Q92900', 'Q9BQY4')"
"('Q13571', 'P42566')"
"('Q9NPD8', 'Q8N448')"
"('P55055', 'Q9UKR5')"
"('O43295', 'Q8IXI1')"
"('P45985', 'Q16539')"
"('O43447', 'O43172')"
"('P21246', 'P46100')"
"('P11021', 'Q14790')"
"('P55036', 'P41134')"
"('P04626', 'Q99704')"
"('P13688', 'P49023')"
"('Q12933', 'Q13200')"
"('Q13315', 'Q9NZT2')"
"('O60739', 'P27797')"
"('Q70EL1', 'Q9Y3E7')"
"('P22307', 'Q13185')"
"('P04278', 'P02795')"
"('Q9Y4K3', 'P28070')"
"('Q9BZD4', 'P07199')"
"('Q8WTV0', 'P55345')"
"('P43250', 'P51679')"
"('Q9UP38', 'Q15147')"
"('P21980', 'P84022')"
"('P08246', 'P14780')"
"('P61077', 'Q9BY78')"
"('P04278', 'P54819')"
"('O43639', 'Q9Y2W2')"
"('P19235', 'P16885')"
"('2310', 'P38936')"
"('P98066', 'P07996')"
"('P15153', 'P61586')"
"('P06239', 'Q9H204')"
"('P49815', 'P27348')"
"('Q99459', 'Q15459')"
"('Q13177', 'Q15052')"
"('Q93063', 'Q16637')"
"('P28223', 'Q13936')"
"('Q9BTT4', 'Q6P2C8')"
"('Q13315', 'Q6NZY4')"
"('O15530', 'Q05513')"
"('P30154', 'Q66LE6')"
"('P45984', 'P13631')"
"('Q9NYJ8', 'Q15653')"
"('Q92624', 'Q4U2R8')"
"('P20073', 'Q9BVA1')"
"('Q8WYR1', 'P49418')"
"('Q9BZF9', 'Q04864')"
"('Q14164', 'P55072')"
"('O95168', 'O43677')"
"('O00459', 'P29350')"
"('P05067', 'Q99683')"
"('Q00653', 'Q8IZI9')"
"('P53680', 'Q00610')"
"('Q9H0H5', 'Q13191')"
"('P29350', 'Q9Y4K3')"
"('Q00987', 'P08069')"
"('P61586', 'Q9UKX2')"
"('Q96AJ9', 'O60499')"
"('Q92583', 'P32302')"
"('Q15466', 'Q13573')"
"('P43405', 'Q6PI73')"
"('Q9UJ41', 'Q15276')"
"('P23396', 'P62280')"
"('Q13191', 'P63010')"
"('Q05209', 'P06753')"
"('P55273', 'Q00534')"
"('P56556', 'O75438')"
"('Q9Y6H6', 'Q9NS23')"
"('Q9NSA3', 'P49662')"
"('P28702', 'Q9UHV7')"
"('P30480', 'Q02750')"
"('Q6R327', 'Q9BPZ7')"
"('P13569', 'P20823')"
"('P52735', 'P78362')"
"('P17568', 'Q9UI09')"
"('Q9Y3A3', 'Q8TDY2')"
"('Q8IY92', 'P48594')"
"('Q14686', 'Q9UM73')"
"('P07948', 'P43405')"
"('P01033', 'Q13011')"
"('Q9Y2Q3', 'P28222')"
"('O95777', 'Q96AB3')"
"('Q15428', 'O94906')"
"('Q9H0R8', 'P47870')"
"('Q9NYY3', 'Q13368')"
"('406992', 'Q99583')"
"('P10275', 'Q8NF64')"
"('P24821', 'P17301')"
"('P01241', 'P07910')"
"('P58166', 'Q13705')"
"('P13798', 'P23508')"
"('Q86TA1', 'Q16539')"
"('Q14974', 'P48436')"
"('Q9UQB8', 'Q12929')"
"('Q9C0C7', 'Q14457')"
"('P17480', 'Q9H9Y6')"
"('P36873', 'Q12879')"
"('P63010', 'P08729')"
"('P15018', 'P19235')"
"('P22003', 'Q16671')"
"('Q13573', 'P49790')"
"('Q5T4F7', 'Q9UP38')"
"('P25054', 'P49840')"
"('Q9ULH1', 'P12931')"
"('P67870', 'O43257')"
"('P49286', 'P62873')"
"('O60293', 'Q9Y2I6')"
"('P61981', 'Q96CV9')"
"('Q09472', 'Q16665')"
"('P18124', 'O00410')"
"('P14770', 'Q92569')"
"('P40692', 'P21675')"
"('Q13547', 'Q9UBP5')"
"('P52292', 'P52298')"
"('Q6IBS0', 'O76013')"
"('P63244', 'Q92636')"
"('Q8IYB8', 'Q14197')"
"('P37173', 'Q9Y3F4')"
"('P36578', 'P46777')"
"('Q99750', 'Q9P0T4')"
"('Q9P0S3', 'Q9HC24')"
"('Q05655', 'Q8TAA9')"
"('P28300', 'O76061')"
"('Q5JSL3', 'Q07890')"
"('P46776', 'P62891')"
"('Q9UPY3', 'P07900')"
"('O14775', 'Q92633')"
"('P47813', 'O60739')"
"('P62805', 'O14744')"
"('P46087', 'P19525')"
"('P62714', 'Q9UPR3')"
"('Q99459', 'Q14244')"
"('P28562', 'P04150')"
"('P26373', 'Q13233')"
"('O14610', 'P53778')"
"('P56199', 'Q9Y490')"
"('Q9UBK2', 'P62508')"
"('P51970', 'O00483')"
"('P98179', 'P22626')"
"('Q7L7X3', 'P49674')"
"('Q16288', 'P19174')"
"('O75592', 'P61077')"
"('O60674', 'Q8WYR1')"
"('P06493', 'P30307')"
"('P08238', 'Q08752')"
"('O95750', 'P17948')"
"('P23508', 'Q96GG9')"
"('P23921', 'Q9UKE5')"
"('P61421', 'Q8N1B4')"
"('P25963', 'P0CG47')"
"('P32246', 'Q9HBG4')"
"('P07199', 'O14777')"
"('Q9UKY1', 'Q13765')"
"('Q8IXR5', 'Q6UWE0')"
"('Q9NWA0', 'Q9UBN7')"
"('P36871', 'Q13153')"
"('P62993', 'Q9UIF9')"
"('Q15036', 'P46108')"
"('P22309', 'P01891')"
"('P22694', 'Q04206')"
"('P46777', 'P12081')"
"('P54253', 'P28676')"
"('Q9ULR0', 'Q9HCS7')"
"('Q15365', 'Q96PU8')"
"('P22607', 'O00459')"
"('Q14832', 'P09471')"
"('P63092', 'Q9BWD1')"
"('O43493', 'P00519')"
"('Q9H840', 'Q7L7X3')"
"('Q9Y478', 'P68402')"
"('O60216', 'P49711')"
"('P41221', 'Q9H461')"
"('Q8NGG2', 'P38405')"
"('O15198', 'P48556')"
"('P40189', 'P10275')"
"('Q92793', 'Q15796')"
"('P51617', 'O43318')"
"('P56706', 'Q9ULV1')"
"('P28749', 'Q9Y468')"
"('P07910', 'O75525')"
"('Q8WYR1', 'Q06124')"
"('Q9H1I8', 'Q13573')"
"('Q15819', 'P54578')"
"('P13498', 'Q969G6')"
"('P62993', 'P04156')"
"('Q96ST3', 'Q04864')"
"('Q9UIF9', 'O60264')"
"('P54259', 'O43639')"
"('Q03014', 'P35590')"
"('Q9BYX4', 'Q9H1Y0')"
"('Q99879', 'Q9UBL3')"
"('P42768', 'P63261')"
"('Q07002', 'O94855')"
"('Q9Y4K3', 'P22455')"
"('P48431', 'P26367')"
"('Q9UKN8', 'Q9UL18')"
"('Q9Y2M5', 'P32456')"
"('P32121', 'Q8NGZ6')"
"('P19525', 'Q7L2E3')"
"('Q9P2M7', 'Q9UKX2')"
"('P35527', 'Q00005')"
"('P62873', 'Q9UBY5')"
"('Q00005', 'P62158')"
"('Q9P2R6', 'Q96KQ4')"
"('Q9H2X6', 'Q13233')"
"('P01137', 'P02458')"
"('Q13315', 'Q96BT7')"
"('Q71DI3', 'Q9UJW3')"
"('Q8N448', 'P63279')"
"('P67809', 'P49711')"
"('P35637', 'P61978')"
"('Q14790', 'P60602')"
"('Q9H4K1', 'Q9Y6D9')"
"('Q9NWU2', 'Q15287')"
"('O14645', 'Q9NUQ8')"
"('Q13315', 'O00512')"
"('Q9Y3C0', 'P55268')"
"('Q7Z408', 'P06241')"
"('P26368', 'P26196')"
"('Q12933', 'Q13490')"
"('P0CG48', 'Q05516')"
"('Q15303', 'Q16611')"
"('O14908', 'P11274')"
"('P23769', 'O15379')"
"('Q9Y4K3', 'O00463')"
"('Q9Y2S7', 'Q7Z5Q5')"
"('P49810', 'Q9NZJ5')"
"('P60953', 'O75914')"
"('P17980', 'Q9UNM6')"
"('P08047', 'P10276')"
"('Q9NV56', 'Q9Y265')"
