negatives
"('P35222', 'P20823')"
"('Q15014', 'Q15906')"
"('Q9UHR5', 'Q9UH92')"
"('P60880', 'Q12846')"
"('Q07889', 'Q92747')"
"('P42766', 'P05387')"
"('P98164', 'Q96QZ7')"
"('Q8WXG6', 'P63104')"
"('Q9Y241', 'P01106')"
"('P24522', 'Q96ID5')"
"('P06241', 'P51587')"
"('Q9UNE7', 'Q13485')"
"('P48061', 'P46094')"
"('P62140', 'Q9UF02')"
"('Q00005', 'P31749')"
"('Q13526', 'P40424')"
"('P67870', 'Q9BRU2')"
"('P00748', 'P00747')"
"('P00492', 'Q96HA8')"
"('P19174', 'P31749')"
"('Q9Y6K9', 'P52907')"
"('Q13490', 'Q96B02')"
"('Q13111', 'P20671')"
"('Q14839', 'Q09028')"
"('Q16718', 'O43181')"
"('Q96KQ4', 'P62136')"
"('P68366', 'Q3ZCM7')"
"('Q03001', 'Q8TDR0')"
"('Q9Y6J9', 'Q16531')"
"('P23508', 'P62750')"
"('Q00610', 'P04222')"
"('P52756', 'P67809')"
"('Q9NPH9', 'Q99665')"
"('P30455', 'P30457')"
"('Q92832', 'Q9BSC4')"
"('Q08209', 'Q9UD71')"
"('Q14157', 'O75051')"
"('P25940', 'P23229')"
"('P98170', 'Q9Y2X8')"
"('P08107', 'Q04864')"
"('Q53HC5', 'Q9NRR5')"
"('Q15759', 'P28482')"
"('O43261', 'P34896')"
"('P29353', 'P05067')"
"('Q8NGF9', 'P38405')"
"('P52803', 'P16234')"
"('P52701', 'Q9NWA0')"
"('P62826', 'O43592')"
"('P11171', 'P35580')"
"('P11831', 'Q969V6')"
"('Q9NRR5', 'P01282')"
"('Q15078', 'P62993')"
"('Q9Y5K5', 'Q9ULG1')"
"('O15226', 'Q00653')"
"('P04406', 'O00231')"
"('P29376', 'Q07912')"
"('O14508', 'Q99665')"
"('Q8N9B8', 'P01116')"
"('Q9UHC7', 'Q9HCP0')"
"('P10301', 'Q15052')"
"('P15529', 'P05556')"
"('P23634', 'Q12959')"
"('Q9Y2D5', 'P46108')"
"('P62136', 'P62140')"
"('P50281', 'P08123')"
"('P41594', 'O60391')"
"('Q02878', 'P61927')"
"('Q9BZL4', 'Q02045')"
"('Q13868', 'Q9Y2L1')"
"('P40933', 'P10912')"
"('P04637', 'O94907')"
"('P42224', 'P16871')"
"('Q9Y4E8', 'O15519')"
"('Q13315', 'Q14207')"
"('P17676', 'P35354')"
"('P42224', 'P43405')"
"('Q13485', 'Q9UJU2')"
"('Q9UJY4', 'O75074')"
"('O75369', 'O95433')"
"('Q96LT9', 'Q8N8D1')"
"('Q9ULV8', 'Q13261')"
"('P26006', 'P49023')"
"('P31947', 'P68400')"
"('P18077', 'P32969')"
"('P09012', 'P61978')"
"('P12931', 'P28340')"
"('P05014', 'P42701')"
"('Q13554', 'Q09472')"
"('O75830', 'Q9UMX0')"
"('P46781', 'Q9UKV8')"
"('P01106', 'O60266')"
"('P01889', 'Q9Y277')"
"('Q08209', 'Q9NPC6')"
"('P12081', 'P62195')"
"('Q8TEW0', 'P19174')"
"('Q8WUI4', 'P42574')"
"('P51587', 'Q14565')"
"('O43175', 'O15264')"
"('Q16663', 'P01100')"
"('Q13315', 'Q8NE71')"
"('P20138', 'P41159')"
"('Q9HCT0', 'Q02763')"
"('P30504', 'Q00610')"
"('P62837', 'Q96DX4')"
"('Q66K89', 'P04637')"
"('Q13191', 'P46109')"
"('Q13573', 'P26373')"
"('P05107', 'Q15438')"
"('Q96IZ5', 'Q15834')"
"('Q9NPG3', 'Q99459')"
"('Q15365', 'Q8IWZ8')"
"('P01730', 'P01912')"
"('P16070', 'Q13464')"
"('Q9NQB0', 'P47928')"
"('Q96H20', 'Q99816')"
"('P61586', 'Q03135')"
"('Q9BTT4', 'O60244')"
"('Q96FE5', 'O95967')"
"('P30443', 'O43908')"
"('Q5JVF3', 'Q15796')"
"('Q96EV8', 'P20248')"
"('Q99558', 'P62913')"
"('Q13573', 'Q13416')"
"('P15813', 'P61769')"
"('Q9H0E2', 'Q86Y13')"
"('Q96S59', 'P31151')"
"('P62760', 'Q86UW9')"
"('Q16623', 'P49768')"
"('P62310', 'Q9UK45')"
"('P28222', 'O14775')"
"('O95169', 'O43674')"
"('P40763', 'P04150')"
"('Q9P2D8', 'Q9UBE0')"
"('P16333', 'O60500')"
"('Q13501', 'Q9NQC7')"
"('Q99743', 'O15055')"
"('P62269', 'P62857')"
"('O95872', 'O95197')"
"('Q96P09', 'O75800')"
"('Q13573', 'Q8TAD8')"
"('Q13107', 'P40818')"
"('P06899', 'P0C0S5')"
"('P68104', 'Q9NR28')"
"('P55036', 'Q99436')"
"('P40424', 'P31269')"
"('O14818', 'Q9Y5K5')"
"('P40337', 'Q99700')"
"('Q8TEW0', 'P01876')"
"('P40616', 'Q9BUV8')"
"('P49683', 'Q9NRD5')"
"('P62491', 'P13569')"
"('P27695', 'P10599')"
"('P13987', 'Q16695')"
"('Q04206', 'P16871')"
"('O75347', 'P24941')"
"('P07437', 'P25963')"
"('P18146', 'O95069')"
"('Q9Y535', 'P05423')"
"('Q99963', 'Q9Y343')"
"('P54619', 'Q9UGI9')"
"('Q13233', 'P51965')"
"('Q9P2S5', 'Q5W0B1')"
"('Q8HWS3', 'P48378')"
"('P49023', 'P26006')"
"('P03372', 'Q9BT22')"
"('Q9UKY1', 'P04637')"
"('Q16625', 'P56748')"
"('P46939', 'Q13424')"
"('Q9HAV0', 'Q9Y572')"
"('P07333', 'P51532')"
"('Q12974', 'Q6P4Q7')"
"('O75182', 'Q08999')"
"('O00144', 'O75197')"
"('Q9HB96', 'O15360')"
"('Q969Y2', 'Q5TAQ9')"
"('Q13077', 'O43353')"
"('Q8NH94', 'P38405')"
"('Q13573', 'Q9NTK5')"
"('P17252', 'Q9ULK5')"
"('P05014', 'P31785')"
"('P56556', 'O75438')"
"('O60674', 'Q8NEB9')"
"('P10275', 'P41235')"
"('Q9BRQ0', 'Q92830')"
"('Q02078', 'P10827')"
"('Q9H1Y0', 'Q8IUC4')"
"('O94953', 'Q9BTT4')"
"('Q9Y2X8', 'Q9Y3C5')"
"('A5PKW4', 'Q96S21')"
"('P13569', 'P48741')"
"('Q13137', 'Q53FD0')"
"('P02775', 'Q9UBW8')"
"('Q08999', 'Q14653')"
"('Q96AH8', 'P07437')"
"('P09234', 'Q8N302')"
"('Q9NX18', 'Q16891')"
"('O43186', 'Q8TC57')"
"('P01889', 'P13797')"
"('P04629', 'P42336')"
"('Q13257', 'Q9Y6G9')"
"('P61981', 'P62995')"
"('P84022', 'P30291')"
"('P04406', 'Q99459')"
"('P48730', 'P10071')"
"('P18146', 'P49915')"
"('O75030', 'P01100')"
"('P60953', 'O43924')"
"('Q9NZJ5', 'P14625')"
"('Q16531', 'Q92466')"
"('O95832', 'O75970')"
"('Q7Z2G1', 'P16104')"
"('P17676', 'Q15306')"
"('P07199', 'O14777')"
"('P63096', 'Q8WZA2')"
"('P33316', 'Q03181')"
"('Q13813', 'Q9NYJ8')"
"('P48551', 'Q13651')"
"('Q9NTM9', 'Q9GZT8')"
"('Q9UBF6', 'Q13619')"
"('Q92731', 'Q9NPJ4')"
"('Q14832', 'P25098')"
"('Q92913', 'P08138')"
"('P07437', 'P17302')"
"('P35568', 'O00329')"
"('O43143', 'P31946')"
"('Q9H0E2', 'Q86TG7')"
"('Q04864', 'P38646')"
"('P01106', 'Q8IYH5')"
"('Q96H86', 'Q9BQ66')"
"('Q5VT52', 'Q92900')"
"('P17947', 'P17542')"
"('P01584', 'P09429')"
"('P78362', 'P08621')"
"('Q13610', 'Q13573')"
"('P51970', 'P17568')"
"('P01106', 'Q9ULJ6')"
"('Q9UQM7', 'P42262')"
"('P08311', 'P49913')"
"('P41567', 'P20936')"
"('Q9Y6N6', 'P05106')"
"('Q8N4T4', 'O14641')"
"('P14780', 'P10914')"
"('P15509', 'P27986')"
"('P10275', 'O95251')"
"('P62993', 'Q5JNZ3')"
"('Q96RN5', 'P36542')"
"('Q9Y6D5', 'P80303')"
"('P39656', 'Q9Y2Q3')"
"('P05771', 'P09471')"
"('P20226', 'Q96A83')"
"('P20290', 'Q14164')"
"('P56748', 'P56880')"
"('O75365', 'Q9UBB6')"
"('O14543', 'P08887')"
"('Q96EX3', 'Q9Y4K3')"
"('Q96NY9', 'P39748')"
"('Q96ST3', 'P08151')"
"('Q9H7D0', 'Q8IXI1')"
"('Q15836', 'Q16623')"
"('P19438', 'P04350')"
"('P10275', 'Q9UQ80')"
"('P26641', 'Q99832')"
"('P04183', 'Q12766')"
"('P20073', 'Q14194')"
"('Q06190', 'Q9UPR3')"
"('Q9BUR4', 'O60832')"
"('P22681', 'Q13651')"
"('P48507', 'Q9Y5J5')"
"('Q01844', 'Q9P2K8')"
"('Q8TEW0', 'Q15831')"
"('P04179', 'O60739')"
"('P31749', 'P06748')"
"('P04217', 'Q16637')"
"('Q13547', 'Q12873')"
"('P49918', 'Q09472')"
"('P18146', 'Q13887')"
"('P16871', 'P05976')"
"('Q9Y230', 'Q53TQ3')"
"('Q8TD84', 'Q9UPR0')"
"('O15116', 'Q9Y333')"
"('P08670', 'Q15714')"
"('Q86WV1', 'P12931')"
"('P18146', 'Q8TB36')"
"('O60832', 'P26641')"
"('Q96A65', 'Q9NX70')"
"('P30480', 'O43242')"
"('P22694', 'A8MYU2')"
"('Q9Y4K3', 'O00571')"
"('Q9Y572', 'Q9Y230')"
"('Q13315', 'Q13363')"
"('Q6UN15', 'P62136')"
"('O76071', 'P10155')"
"('Q9NYY1', 'P10912')"
"('Q14332', 'O14640')"
"('Q12889', 'O43374')"
"('Q92985', 'Q96A33')"
"('Q99460', 'O00231')"
"('P58876', 'O94817')"
"('O75604', 'P0CG48')"
"('P0C0S8', 'O95760')"
"('P40337', 'P42766')"
"('Q92901', 'P05386')"
"('P30154', 'Q8WXS5')"
"('P01374', 'P05162')"
"('Q9GZX5', 'P38398')"
"('P36873', 'P62158')"
"('Q02833', 'P48736')"
"('P43405', 'Q8NHL6')"
"('Q15014', 'O96019')"
"('O15067', 'P23508')"
"('P15514', 'P30281')"
"('Q92608', 'Q96L33')"
"('O14595', 'P10275')"
"('Q13077', 'P42338')"
"('Q07890', 'P04049')"
"('Q9UBL3', 'Q8NEZ4')"
"('P06865', 'P46108')"
"('P04406', 'Q9H0J4')"
"('P06213', 'Q00722')"
"('Q9Y3B4', 'Q99459')"
"('O15105', 'O14744')"
"('Q13315', 'Q6IPX3')"
"('Q13315', 'Q9P206')"
"('Q96GD3', 'Q9NRR5')"
"('Q08050', 'P14635')"
"('P27986', 'O14490')"
"('Q13416', 'P25205')"
"('406952', 'Q16827')"
"('P54132', 'Q9BX63')"
"('P67775', 'P25054')"
"('Q14790', 'P47712')"
"('Q92747', 'Q9BY76')"
"('P62805', 'Q71DI3')"
"('O95376', 'P51668')"
"('P28074', 'O15116')"
"('O14641', 'P25054')"
"('P02768', 'P05155')"
"('Q92729', 'Q02763')"
"('Q14562', 'O60603')"
"('O75461', 'P99999')"
"('P16104', 'Q96DG6')"
"('Q9Y4A5', 'P25440')"
"('Q9NZC7', 'Q16630')"
"('A0JLT2', 'P61218')"
"('P05413', 'O15162')"
"('O75626', 'P59046')"
"('P06401', 'P42336')"
"('P46108', 'O43900')"
"('P23527', 'Q13547')"
"('P43405', 'P27361')"
"('Q6PI98', 'Q9Y230')"
"('Q14186', 'Q08999')"
"('Q6P2Q9', 'P83876')"
"('O43572', 'Q5T2W1')"
"('Q05655', 'O60266')"
"('P38646', 'Q8TDR0')"
"('Q6UXN9', 'Q9UJ70')"
"('P62807', 'Q16777')"
"('Q9Y258', 'P49238')"
"('Q9UHC7', 'Q96B02')"
"('Q13123', 'Q96GM8')"
"('Q16082', 'Q9Y243')"
"('Q96P09', 'P51965')"
"('P05013', 'Q99062')"
"('O75144', 'Q9Y6W8')"
"('P31749', 'Q07812')"
"('Q14847', 'Q15645')"
"('P30954', 'P38405')"
"('P19367', 'P18146')"
"('P18754', 'O14980')"
"('P62495', 'Q9Y5S9')"
"('Q15942', 'Q8IY92')"
"('P61981', 'P55916')"
"('Q6IE81', 'P30519')"
"('Q12874', 'Q99836')"
"('Q13191', 'P23458')"
"('P85299', 'Q01804')"
"('P14859', 'P12956')"
"('Q14185', 'Q15788')"
"('Q8IW41', 'Q9UDV7')"
"('O00716', 'Q12834')"
"('P54257', 'Q5T7V8')"
"('Q13501', 'P55036')"
"('Q13315', 'Q5HYJ3')"
"('P17861', 'P28066')"
"('Q53EL6', 'Q04637')"
"('P52435', 'P19388')"
"('P25788', 'Q9H0D6')"
"('Q15759', 'P30153')"
"('Q13007', 'Q6UXL0')"
"('Q71U36', 'Q13233')"
"('P30480', 'P30046')"
"('Q8IX12', 'Q13242')"
"('O43257', 'Q9NPF5')"
"('P54259', 'Q9NWB1')"
"('P46531', 'Q06710')"
"('P17028', 'Q92993')"
"('Q14974', 'Q13573')"
"('Q9Y6X2', 'P63279')"
"('Q9NYG5', 'P30260')"
"('P10275', 'P20815')"
"('Q9Y230', 'Q14164')"
"('P58107', 'Q99623')"
"('P03915', 'O00483')"
"('Q00688', 'Q9UKE5')"
"('Q96EP5', 'Q5JQF8')"
"('Q7Z569', 'Q02833')"
"('Q5THR3', 'P18146')"
"('Q9NUQ3', 'P61244')"
"('O43147', 'Q96B86')"
"('P25815', 'Q9HB71')"
"('O95059', 'P78346')"
"('Q92831', 'P62805')"
"('P11171', 'P01298')"
"('Q99941', 'P15336')"
"('P17947', 'P04150')"
"('P04222', 'P43628')"
"('P00441', 'Q969M1')"
"('Q6NXT2', 'P62805')"
"('Q9Y3T9', 'P01106')"
"('Q12834', 'Q14532')"
"('P04183', 'O14576')"
"('P19438', 'Q8TCG1')"
"('O15264', 'Q9NQ31')"
"('Q9UGN5', 'Q86WJ1')"
"('Q9H492', 'P46821')"
"('Q9Y5K5', 'P54578')"
"('Q99459', 'O75616')"
"('P18124', 'P83881')"
"('406906', 'Q86SR1')"
"('O15264', 'P28324')"
"('P35626', 'Q8NH61')"
"('Q14416', 'P62873')"
"('Q8IYD1', 'Q9H1J1')"
"('P26373', 'P46779')"
"('P10914', 'P42229')"
"('P01106', 'P55273')"
"('Q13573', 'Q13509')"
"('P23246', 'Q92574')"
"('Q9UBW8', 'Q13616')"
"('Q16254', 'O96017')"
"('Q9Y4K3', 'Q13526')"
"('P04156', 'P46531')"
"('P28347', 'Q9HCS4')"
"('P30876', 'P01106')"
"('P35221', 'Q9UDY2')"
"('Q9Y6K9', 'P08709')"
"('P12931', 'P06241')"
"('P48729', 'P61981')"
"('Q00005', 'Q9ULJ3')"
"('P18146', 'P19526')"
"('P54274', 'Q96AP0')"
"('Q96GX9', 'Q6ZVK8')"
"('406953', 'Q16827')"
"('P56524', 'P0C5Y9')"
"('Q9UP83', 'P25054')"
"('P56279', 'P43403')"
"('O75159', 'P42701')"
"('Q8IU54', 'P17181')"
"('O75365', 'Q9Y5M8')"
"('P19438', 'P42224')"
"('P29992', 'P61073')"
"('Q9BPZ7', 'P31749')"
"('P41220', 'Q8NAF0')"
"('Q5RL73', 'Q9BPY3')"
"('Q9UBL6', 'Q13137')"
"('Q13368', 'Q01101')"
"('P54259', 'P25788')"
"('Q9Y4P8', 'Q5XKL5')"
"('P00533', 'O75038')"
"('P35227', 'Q5VVX9')"
"('P50148', 'P39877')"
"('P42338', 'P49841')"
"('Q6ZVD8', 'Q9Y243')"
"('P49427', 'P28562')"
"('P48023', 'Q15642')"
"('Q07890', 'O00329')"
"('Q92835', 'Q96B97')"
"('P20265', 'Q00403')"
"('P32121', 'Q8NGG3')"
"('O76093', 'P35916')"
"('Q15365', 'P30480')"
"('P05121', 'P08246')"
"('Q9P0M6', 'Q7Z2G1')"
"('P29350', 'P78314')"
"('Q96HM7', 'P02768')"
"('Q13315', 'Q02952')"
"('Q05923', 'Q15759')"
"('P83916', 'P45973')"
"('Q92993', 'Q9NPF5')"
"('Q92569', 'Q06187')"
"('P21554', 'P16520')"
"('P22102', 'Q9Y6K9')"
"('O75626', 'Q04725')"
"('Q9NZT1', 'Q8IY92')"
"('Q9NQ66', 'Q9NPB6')"
"('Q99558', 'P38646')"
"('P15391', 'Q8WYR1')"
"('P15248', 'Q99650')"
"('P00519', 'O60504')"
"('Q07820', 'P49841')"
"('407010', 'O94925')"
"('P04222', 'Q9NYU2')"
"('O15131', 'Q9Y6F8')"
"('Q99436', 'P60900')"
"('Q9NX58', 'Q9H6S0')"
"('P30153', 'P53041')"
"('P16333', 'Q14008')"
"('Q96BR9', 'Q6ZW49')"
"('P31689', 'Q9NYJ8')"
"('P59768', 'Q9H1C0')"
"('Q14978', 'P67870')"
"('P25101', 'Q03113')"
"('Q96IZ5', 'Q86SE5')"
"('Q5SZD4', 'P60510')"
"('P51617', 'O75643')"
"('Q01094', 'P16118')"
"('Q6VMQ6', 'O95210')"
"('Q9P0W2', 'Q13547')"
"('P62906', 'O95819')"
"('P55036', 'P28066')"
"('P35225', 'Q13651')"
"('P35222', 'P60484')"
"('P62829', 'P36578')"
"('P27448', 'Q92527')"
"('P14678', 'P25788')"
"('P51828', 'P51817')"
"('Q12988', 'Q9UJY1')"
"('P63279', 'O94829')"
"('Q14164', 'Q92985')"
"('P04637', 'P18146')"
"('Q9Y2W1', 'Q9Y4K3')"
"('P61978', 'Q12986')"
"('P10599', 'Q06830')"
"('Q9UMN6', 'P05026')"
"('Q12972', 'Q8N8V2')"
"('Q99459', 'Q9Y2Z0')"
"('Q15714', 'O43402')"
"('Q92913', 'P05452')"
"('P18074', 'P32780')"
"('P84103', 'Q15366')"
"('O14593', 'P35613')"
"('P35626', 'Q8NGP3')"
"('Q14974', 'Q8N2W9')"
"('P16104', 'Q7Z2G1')"
"('Q8IXH7', 'Q9Y241')"
"('Q9BWF2', 'P19174')"
"('P62266', 'P23396')"
"('Q9BTT4', 'P41235')"
"('P04626', 'O00522')"
"('Q5JTH9', 'Q9NY93')"
"('O75159', 'P31785')"
"('P12268', 'Q9NRR5')"
"('O15516', 'P10276')"
"('P10275', 'P12235')"
"('P01243', 'P50395')"
"('O95298', 'O00217')"
"('P19105', 'O15111')"
"('P35232', 'P31946')"
"('P16220', 'Q12797')"
"('Q14790', 'P21580')"
"('Q16363', 'P08648')"
"('Q99728', 'Q9P2H0')"
"('P12814', 'Q9UMD9')"
"('Q8N109', 'P29350')"
"('Q96QV1', 'Q99759')"
"('O95897', 'Q9HCK4')"
"('P53779', 'P49918')"
"('Q7L8J4', 'P61981')"
"('Q05655', 'Q9Y2U5')"
"('Q99873', 'Q12778')"
"('P21246', 'Q9Y6N8')"
"('P13196', 'P42338')"
"('Q99459', 'Q96JB3')"
"('P01008', 'P00742')"
"('Q9H2G2', 'O15056')"
"('Q8ND90', 'O43347')"
"('P22612', 'Q07869')"
"('Q05397', 'Q13797')"
"('P54253', 'Q9Y618')"
"('P22694', 'Q8WXS5')"
"('Q14194', 'P21673')"
"('P04637', 'P51531')"
"('P63000', 'P01375')"
"('P62158', 'P15735')"
"('Q9Y6K1', 'Q13547')"
"('Q15375', 'P00519')"
"('Q9UHF1', 'P48059')"
"('P61326', 'O94829')"
"('P84022', 'Q01196')"
"('P17612', 'P48058')"
"('O96006', 'P10644')"
"('O75369', 'P18564')"
"('P62805', 'Q9NQR1')"
"('P01106', 'Q9UJU2')"
"('Q9NYV4', 'O75400')"
"('O95985', 'Q9H9A7')"
"('O00755', 'Q9NPG1')"
"('Q13123', 'P37198')"
"('Q16555', 'Q9NRI5')"
"('P54253', 'Q9UBE8')"
"('O76071', 'P25205')"
"('Q13315', 'O15027')"
"('Q96J02', 'Q86Y01')"
"('Q96G75', 'Q13485')"
"('O95644', 'Q02556')"
"('P01588', 'P42702')"
"('P56539', 'P00533')"
"('Q86SG6', 'P16333')"
"('Q9Y2H0', 'O00499')"
"('Q7Z5J4', 'O75582')"
"('P04264', 'Q15759')"
"('P21246', 'Q9UBS4')"
"('Q99459', 'Q09028')"
"('P01106', 'Q9BV38')"
"('Q96NA2', 'Q9BVA1')"
"('Q04206', 'P05014')"
"('O14807', 'O00459')"
"('P41743', 'Q04917')"
"('O95639', 'Q9UKF6')"
"('Q9UKL3', 'Q14790')"
"('O95347', 'Q9UBN6')"
"('P61956', 'P06748')"
"('P02461', 'P06756')"
"('O15511', 'P49137')"
"('P02795', 'Q15139')"
"('Q16527', 'O75925')"
"('Q01453', 'P40855')"
"('407050', 'Q8WY64')"
"('P43364', 'Q96AJ1')"
"('P24941', 'P12830')"
"('P60484', 'Q07889')"
"('P62136', 'Q02045')"
"('Q04206', 'P05231')"
"('P01588', 'P48551')"
"('P84243', 'Q96T88')"
"('Q8N2Z9', 'Q9NW38')"
"('O75970', 'Q96B33')"
"('Q02045', 'P60660')"
"('Q9NY65', 'Q8IUQ4')"
"('Q969Q6', 'Q9BXT2')"
"('P25054', 'P08727')"
"('P29274', 'P35609')"
"('P41145', 'O14745')"
"('Q969Q1', 'Q8WZ42')"
"('Q9Y2Q3', 'P58107')"
"('Q13291', 'Q99704')"
"('Q02297', 'P04626')"
"('O14576', 'P68366')"
"('Q14164', 'O00232')"
"('P50570', 'P29597')"
"('Q9Y4K3', 'Q16836')"
"('Q8WWI1', 'P12814')"
"('Q12929', 'Q15834')"
"('Q9H4K1', 'Q8IYF3')"
"('Q9H553', 'Q8NDC0')"
"('P10275', 'Q15596')"
"('P36957', 'P35080')"
"('Q8WXE9', 'Q96D71')"
"('Q96HD1', 'Q13352')"
"('P15622', 'P41227')"
"('P62263', 'P01889')"
"('P03891', 'O43678')"
"('P63261', 'Q9ULL8')"
"('Q8TAD8', 'O43395')"
"('P83916', 'P16403')"
"('O95373', 'Q9Y6K9')"
"('Q14203', 'Q9NRI5')"
"('Q9GZT8', 'O60684')"
"('Q09472', 'Q14790')"
"('Q07817', 'Q99638')"
"('O14508', 'P42224')"
"('Q9UP38', 'P50148')"
"('P04083', 'Q7L5N1')"
"('P01106', 'P60842')"
"('Q9UBN7', 'O15069')"
"('P32121', 'P25116')"
"('P42336', 'P50570')"
"('P21918', 'P63092')"
